status,lead_source,owner_role,priority_bucket,recommended_action,lead_is_converted,xai_probability,reason_1,reason_2,reason_3,xai_summary
Open,Trade Show,SDR,Cold,Add to nurture campaign,0,0.570230924469133,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Web,SDR,Cold,Add to nurture campaign,0,0.3715842325205572,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Open,Partner Referral,SDR,Hot,Contact today,1,0.41685833120714766,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Open,Partner Referral,SDR,Cold,Add to nurture campaign,0,0.5638043423147207,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Working,Inbound,BDR,Cool,Nurture and monitor,0,0.5879078503133258,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Open,Inbound,SDR,Cold,Add to nurture campaign,0,0.4919175660302332,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Nurturing,Trade Show,SDR,Cold,Add to nurture campaign,0,0.3989505036289897,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Trade Show,BDR,Warm,Follow up within 48 hours,1,0.5162344554839904,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Working,Partner Referral,SDR,Cool,Nurture and monitor,1,0.48260640670655847,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Nurturing,Partner Referral,AE,Cold,Add to nurture campaign,0,0.6766045722194247,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Inbound,SDR,Warm,Follow up within 48 hours,0,0.5948256048061892,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Working,Trade Show,SDR,Warm,Follow up within 48 hours,0,0.4753524326771338,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Nurturing,Trade Show,BDR,Cool,Nurture and monitor,0,0.4300958443530801,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Event,SDR,Warm,Follow up within 48 hours,0,0.4741128728520509,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Web,SDR,Warm,Follow up within 48 hours,1,0.37122377290896996,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Qualified,Partner Referral,BDR,Warm,Follow up within 48 hours,1,0.4650673480975919,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Event,SDR,Cold,Add to nurture campaign,1,0.5827546537220313,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Open,Partner Referral,BDR,Warm,Follow up within 48 hours,1,0.502525010344421,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Nurturing,Partner Referral,AE,Cold,Add to nurture campaign,1,0.44678414029567587,Lower days since last task created increased priority,Higher task created recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and lead = source_partner referral."
Nurturing,Trade Show,SDR,Cold,Add to nurture campaign,0,0.3680245802195564,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Open,Trade Show,BDR,Cool,Nurture and monitor,1,0.6008186013264047,Lower days since last task created increased priority,Higher task created recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and owner = role_bdr."
Working,Event,SDR,Warm,Follow up within 48 hours,1,0.4586321090850534,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher high priority task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher high priority task count increased priority."
Working,Inbound,BDR,Warm,Follow up within 48 hours,0,0.41888390947917886,Higher task created recency increased priority,Lower days since last task created increased priority,Owner = role_BDR,"This lead is ranked higher because higher task created recency increased priority, lower days since last task created increased priority, and owner = role_bdr."
Nurturing,Outbound,SDR,Cool,Nurture and monitor,0,0.45915235029966944,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher open task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher open task count increased priority."
Open,Event,SDR,Cool,Nurture and monitor,0,0.5977121551747532,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Event,AE,Warm,Follow up within 48 hours,1,0.6030468521803561,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Outbound,BDR,Cool,Nurture and monitor,1,0.4897665233344853,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Qualified,Event,BDR,Cool,Nurture and monitor,0,0.5036947652359519,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Event,SDR,Cool,Nurture and monitor,0,0.5949736759073105,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Qualified,Partner Referral,BDR,Warm,Follow up within 48 hours,1,0.5170582556309898,Lower days since last task created increased priority,Higher task created recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and lead = source_partner referral."
Qualified,Outbound,AE,Cool,Nurture and monitor,0,0.5080985617426119,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Inbound,SDR,Hot,Contact today,1,0.39908575392709683,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher high priority task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher high priority task count increased priority."
Qualified,Event,SDR,Cool,Nurture and monitor,0,0.547368077555761,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Web,AE,Cold,Add to nurture campaign,1,0.6129280629631831,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Qualified,Partner Referral,BDR,Hot,Contact today,0,0.49060052666164966,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Qualified,Outbound,BDR,Hot,Contact today,0,0.5566962022831433,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher task intensity per owner day increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher task intensity per owner day increased priority."
Working,Inbound,BDR,Cold,Add to nurture campaign,1,0.6009158299403322,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Open,Event,SDR,Cold,Add to nurture campaign,1,0.5415613687800439,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Qualified,Inbound,SDR,Cold,Add to nurture campaign,1,0.4787722682159365,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Qualified,Web,SDR,Cold,Add to nurture campaign,1,0.3540872220145278,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Open,Trade Show,BDR,Hot,Contact today,1,0.49941494096892075,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Trade Show,AE,Warm,Follow up within 48 hours,1,0.5138247714505104,Lower days since last task activity increased priority,Higher task activity recency increased priority,Status = Open,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and status = open."
Nurturing,Outbound,BDR,Cool,Nurture and monitor,0,0.5020384868350084,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Outbound,SDR,Cold,Add to nurture campaign,1,0.4248061214366728,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Inbound,BDR,Hot,Contact today,1,0.5414655645240772,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Open,Outbound,SDR,Cool,Nurture and monitor,1,0.4928518754221011,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Nurturing,Trade Show,SDR,Cool,Nurture and monitor,1,0.36678202503671037,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher high priority task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher high priority task count increased priority."
Nurturing,Partner Referral,BDR,Warm,Follow up within 48 hours,1,0.5314484558208057,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher high priority task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher high priority task count increased priority."
Working,Web,SDR,Warm,Follow up within 48 hours,1,0.5070283936998231,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Nurturing,Partner Referral,BDR,Cool,Nurture and monitor,1,0.5775825760449078,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Partner Referral,SDR,Hot,Contact today,1,0.5595649561826465,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Working,Web,SDR,Cool,Nurture and monitor,1,0.4496232287883063,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Qualified,Partner Referral,SDR,Hot,Contact today,1,0.6049745832387645,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Open,Inbound,SDR,Hot,Contact today,1,0.43058092077293103,Lower days since last task activity increased priority,Higher task activity recency increased priority,Status = Open,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and status = open."
Qualified,Trade Show,BDR,Warm,Follow up within 48 hours,1,0.4771741430225793,Higher task created recency increased priority,Lower days since last task created increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task created increased priority, and higher closed task ratio increased priority."
Nurturing,Outbound,BDR,Cool,Nurture and monitor,0,0.46874158267944876,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Open,Event,SDR,Cool,Nurture and monitor,0,0.34962937782127984,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Trade Show,SDR,Cool,Nurture and monitor,0,0.4647972774204755,Higher task created recency increased priority,Lower days since last task created increased priority,Higher open task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task created increased priority, and higher open task count increased priority."
Nurturing,Partner Referral,SDR,Warm,Follow up within 48 hours,0,0.463593456096896,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Open,Trade Show,SDR,Cool,Nurture and monitor,1,0.47908290175889534,Lower days since last task created increased priority,Higher task created recency increased priority,Status = Open,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and status = open."
Qualified,Web,SDR,Hot,Contact today,0,0.6054533200614596,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Qualified,Outbound,SDR,Warm,Follow up within 48 hours,0,0.4572590595288494,Higher task created recency increased priority,Lower days since last task created increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task created increased priority, and higher closed task count increased priority."
Working,Outbound,BDR,Hot,Contact today,0,0.5185633639215579,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Open,Partner Referral,BDR,Hot,Contact today,0,0.6087556015065796,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Working,Event,SDR,Cold,Add to nurture campaign,1,0.5380990176406327,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Qualified,Partner Referral,BDR,Hot,Contact today,0,0.46061574863725374,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Qualified,Trade Show,BDR,Cool,Nurture and monitor,1,0.4383634224770307,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Working,Web,SDR,Hot,Contact today,0,0.4438639245204488,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Qualified,Inbound,SDR,Warm,Follow up within 48 hours,0,0.5750943299608392,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Trade Show,BDR,Cool,Nurture and monitor,0,0.5537005185124966,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Open,Inbound,SDR,Cold,Add to nurture campaign,0,0.5396025108275744,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Nurturing,Partner Referral,SDR,Cold,Add to nurture campaign,1,0.4169142980639444,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Working,Web,SDR,Warm,Follow up within 48 hours,0,0.48534406541145253,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Working,Outbound,BDR,Cool,Nurture and monitor,1,0.528443095880149,Lower days since last task created increased priority,Higher task created recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and owner = role_bdr."
Qualified,Event,BDR,Cool,Nurture and monitor,1,0.5006708292752036,Lower days since last task created increased priority,Higher task created recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and owner = role_bdr."
Open,Partner Referral,SDR,Hot,Contact today,1,0.5814365781492209,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Working,Partner Referral,BDR,Warm,Follow up within 48 hours,1,0.5575212444481431,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Outbound,BDR,Cool,Nurture and monitor,0,0.5547564336271718,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Working,Inbound,BDR,Warm,Follow up within 48 hours,1,0.4846271588344056,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Outbound,BDR,Cool,Nurture and monitor,1,0.49778742881143506,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Open,Web,SDR,Hot,Contact today,0,0.6128975754882403,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Qualified,Outbound,BDR,Warm,Follow up within 48 hours,0,0.44156503052859974,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Event,BDR,Warm,Follow up within 48 hours,1,0.5357132610809099,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Nurturing,Outbound,SDR,Cold,Add to nurture campaign,1,0.4657853885740232,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Partner Referral,BDR,Hot,Contact today,0,0.5503221507195545,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Open,Inbound,SDR,Warm,Follow up within 48 hours,1,0.4990852535616159,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Partner Referral,BDR,Cool,Nurture and monitor,0,0.4839858825800612,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Nurturing,Outbound,SDR,Cold,Add to nurture campaign,0,0.4216793183611796,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Working,Inbound,BDR,Warm,Follow up within 48 hours,0,0.43770536951219696,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Qualified,Web,SDR,Warm,Follow up within 48 hours,1,0.45811593018071495,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Nurturing,Partner Referral,BDR,Cool,Nurture and monitor,0,0.41180399991264455,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Nurturing,Outbound,BDR,Cold,Add to nurture campaign,1,0.4797147300291855,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Working,Trade Show,SDR,Cool,Nurture and monitor,0,0.6031295518234555,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Open,Trade Show,SDR,Warm,Follow up within 48 hours,1,0.5147868102547257,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Working,Outbound,BDR,Cool,Nurture and monitor,1,0.5603068641340406,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Open,Trade Show,SDR,Hot,Contact today,1,0.42650685542774136,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Open,Event,BDR,Hot,Contact today,1,0.48174135688367364,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Outbound,SDR,Cold,Add to nurture campaign,0,0.6629852291911925,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Nurturing,Partner Referral,BDR,Hot,Contact today,1,0.7401493447820162,Higher task velocity increased priority,Higher task created recency increased priority,Lower days since last task activity increased priority,"This lead is ranked higher because higher task velocity increased priority, higher task created recency increased priority, and lower days since last task activity increased priority."
Nurturing,Outbound,SDR,Cold,Add to nurture campaign,0,0.4442120899071746,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Qualified,Event,AE,Cold,Add to nurture campaign,0,0.5350776326205787,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Qualified,Inbound,BDR,Cold,Add to nurture campaign,0,0.4051006489419545,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Qualified,Partner Referral,BDR,Hot,Contact today,0,0.467660219310175,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Working,Partner Referral,AE,Warm,Follow up within 48 hours,0,0.4939631937177,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Qualified,Inbound,SDR,Hot,Contact today,0,0.5093577584978441,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Event,BDR,Cold,Add to nurture campaign,0,0.519674408906078,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Web,SDR,Cold,Add to nurture campaign,1,0.4919057200684934,Higher task created recency increased priority,Lower days since last task activity increased priority,Lower lead age increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and lower lead age increased priority."
Qualified,Partner Referral,SDR,Cool,Nurture and monitor,1,0.38597460179044435,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Inbound,SDR,Hot,Contact today,1,0.40996896570329056,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Nurturing,Inbound,SDR,Cold,Add to nurture campaign,0,0.5709824702589138,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Nurturing,Web,SDR,Cool,Nurture and monitor,0,0.48120766917879476,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher task activity recency increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher task activity recency increased priority."
Open,Inbound,SDR,Hot,Contact today,1,0.48711520828022997,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
