status,lead_source,lead_owner_id,owner_role,owner_department,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,lead_is_converted,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,owner_tenure_bucket,task_count_bucket
Nurturing,Event,005bZBvn4MclbYAtNN,SDR,Sales,3,2,1,0,1099,-613,109.0,89.0,1,0.6666666666666666,0.3333333333333333,0.0,0.0027272727272727275,0.0,-0.004901960784313725,0.011111111111111112,0.00909090909090909,730_plus,,3_5
Working,Web,005A7aBOiWo1s4A8VA,BDR,Sales,5,3,2,3,226,1244,-205.0,-213.0,0,0.6,0.4,0.6,0.022026431718061675,0.013215859030837005,0.004016064257028112,1.0,1.0,181_365,730_plus,3_5
Qualified,Event,005Jf9CIg9lV3G32cG,BDR,Sales,2,1,1,1,1373,-380,-1155.0,-1163.0,0,0.5,0.5,0.5,0.001455604075691412,0.000727802037845706,-0.005277044854881266,1.0,1.0,730_plus,,1_2
Working,Web,005lWDDSfm41preSiA,SDR,Sales,7,5,2,1,814,837,-582.0,-608.0,1,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.008588957055214725,0.001226993865030675,0.008353221957040573,1.0,1.0,730_plus,730_plus,6_10
Nurturing,Inbound,005PkYO2xaCUvet6zY,SDR,Sales,5,2,3,2,848,-142,-806.0,-825.0,0,0.4,0.6,0.4,0.005889281507656066,0.002355712603062426,-0.03546099290780142,1.0,1.0,730_plus,,3_5
Qualified,Trade Show,005r8kcdxSxYgha9K0,SDR,Sales,2,2,0,0,431,-107,-218.0,-231.0,1,1.0,0.0,0.0,0.004629629629629629,0.0,-0.018867924528301886,1.0,1.0,366_730,,1_2
Working,Partner Referral,005KXIvx3Ru4Hx5BVz,SDR,Sales,5,3,2,0,96,699,305.0,296.0,0,0.6,0.4,0.0,0.05154639175257732,0.0,0.007142857142857143,0.003367003367003367,0.0032679738562091504,91_180,366_730,3_5
Qualified,Inbound,005ATkmG7VSdpihf48,SDR,Sales,3,3,0,1,1272,-1082,-1201.0,-1213.0,0,1.0,0.0,0.3333333333333333,0.002356637863315004,0.0007855459544383347,-0.0027752081406105457,1.0,1.0,730_plus,,3_5
Open,Trade Show,005XZUpRP9HBvLfhY6,BDR,Sales,8,4,4,3,523,543,-405.0,-423.0,0,0.5,0.5,0.375,0.015267175572519083,0.0057251908396946565,0.014705882352941176,1.0,1.0,366_730,366_730,6_10
Open,Web,005XY6JL792Cjz6tvp,BDR,Sales,5,3,2,4,1263,-489,-1116.0,-1122.0,0,0.6,0.4,0.8,0.003955696202531646,0.0031645569620253164,-0.010245901639344262,1.0,1.0,730_plus,,3_5
Qualified,Event,005k1Pfjp8rVQw0f9u,BDR,Sales,4,1,3,2,153,1077,-170.0,-171.0,1,0.25,0.75,0.5,0.025974025974025976,0.012987012987012988,0.0037105751391465678,1.0,1.0,91_180,730_plus,3_5
Nurturing,Partner Referral,0053OvJBQj7lluaSJM,SDR,Sales,4,3,1,0,700,-109,-333.0,-338.0,1,0.75,0.25,0.0,0.005706134094151213,0.0,-0.037037037037037035,1.0,1.0,366_730,,3_5
Qualified,Event,005T3CcQW30Fc3HxzP,BDR,Sales,3,1,2,2,36,309,6.0,1.0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.08108108108108109,0.05405405405405406,0.00967741935483871,0.5,0.14285714285714285,31_90,181_365,3_5
Qualified,Event,005FmC4bvUmQBFO9r1,BDR,Sales,2,1,1,0,460,1218,-308.0,-315.0,0,0.5,0.5,0.0,0.004338394793926247,0.0,0.0016406890894175555,1.0,1.0,366_730,730_plus,1_2
Nurturing,Outbound,005xG5kruHOvgAC23A,BDR,Sales,8,5,3,4,669,-253,-423.0,-425.0,1,0.625,0.375,0.5,0.011940298507462687,0.005970149253731343,-0.031746031746031744,1.0,1.0,366_730,,6_10
Open,Inbound,005VLfsfX7zhRzFubF,SDR,Sales,4,3,1,2,775,22,420.0,401.0,0,0.75,0.25,0.5,0.005154639175257732,0.002577319587628866,0.17391304347826086,0.0024875621890547263,0.0023752969121140144,730_plus,0_30,3_5
Working,Event,005OHuMUHvi8wsLMNv,SDR,Sales,1,0,1,0,718,189,630.0,613.0,0,0.0,1.0,0.0,0.0013908205841446453,0.0,0.005263157894736842,0.0016286644951140066,0.001584786053882726,366_730,181_365,1_2
Nurturing,Outbound,005bZBvn4MclbYAtNN,SDR,Sales,4,1,3,1,1270,-784,-1280.0,-1282.0,0,0.25,0.75,0.25,0.003147128245476003,0.0007867820613690008,-0.005108556832694764,1.0,1.0,730_plus,,3_5
Qualified,Event,005CS61es1IwtecnA5,SDR,Sales,6,3,3,3,1208,-1130,-1168.0,-1178.0,0,0.5,0.5,0.5,0.004962779156327543,0.0024813895781637717,-0.005314437555358724,1.0,1.0,730_plus,,6_10
Open,Outbound,005hrcAAsV0H3bsIeE,SDR,Sales,2,1,1,0,387,-3,453.0,425.0,0,0.5,0.5,0.0,0.005154639175257732,0.0,-1.0,0.002347417840375587,0.0022026431718061676,366_730,,1_2
Qualified,Partner Referral,005Rxy2aV7ygR0ASuT,BDR,Sales,3,1,2,2,663,968,-388.0,-405.0,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.004518072289156626,0.0030120481927710845,0.0030959752321981426,1.0,1.0,366_730,730_plus,3_5
Qualified,Partner Referral,005ZgXPYFXOBU7G1tp,BDR,Sales,7,3,4,2,876,-274,-768.0,-795.0,1,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.00798175598631699,0.002280501710376283,-0.02564102564102564,1.0,1.0,730_plus,,6_10
Working,Trade Show,005M1BnJPIeqHk8Nds,SDR,Sales,7,4,3,3,791,-351,-791.0,-807.0,1,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.008838383838383838,0.003787878787878788,-0.02,1.0,1.0,730_plus,,6_10
Working,Web,005Iyi4Xhg6R1KQ608,SDR,Sales,1,1,0,0,963,-61,-74.0,-89.0,1,1.0,0.0,0.0,0.001037344398340249,0.0,-0.016666666666666666,1.0,1.0,730_plus,,1_2
Nurturing,Event,005CS61es1IwtecnA5,SDR,Sales,3,2,1,1,139,-61,163.0,140.0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.02142857142857143,0.007142857142857143,-0.05,0.0070921985815602835,0.006097560975609756,91_180,,3_5
Qualified,Trade Show,005aV0dZauGUbUqQX9,SDR,Sales,6,2,4,1,12,216,-21.0,-24.0,1,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.46153846153846156,0.07692307692307693,0.027649769585253458,1.0,1.0,0_30,181_365,6_10
Nurturing,Partner Referral,005w1rZfJkoRoaYcEo,BDR,Sales,5,4,1,3,1249,294,-1185.0,-1191.0,1,0.8,0.2,0.6,0.004,0.0024,0.01694915254237288,1.0,1.0,730_plus,181_365,3_5
Working,Inbound,005uK1d6IniB6ZlkqB,SDR,Sales,8,2,6,2,801,-714,-765.0,-792.0,0,0.25,0.75,0.25,0.00997506234413965,0.0024937655860349127,-0.011220196353436185,1.0,1.0,730_plus,,6_10
Qualified,Outbound,005Tdp9BDe2ZbrGft6,AE,Sales,7,4,3,2,703,121,-621.0,-622.0,0,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.009943181818181818,0.002840909090909091,0.05737704918032787,1.0,1.0,366_730,91_180,6_10
Qualified,Partner Referral,005DJJzk8TFPHjwamm,BDR,Sales,2,1,1,1,1083,452,-865.0,-867.0,0,0.5,0.5,0.5,0.0018450184501845018,0.0009225092250922509,0.004415011037527594,1.0,1.0,730_plus,366_730,1_2
Qualified,Trade Show,005YJKL1sxnz5KucCa,SDR,Sales,3,1,2,2,331,331,-218.0,-243.0,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.009036144578313253,0.006024096385542169,0.009036144578313253,1.0,1.0,181_365,181_365,3_5
Open,Outbound,005GBFWjFmmyU3YASa,BDR,Sales,3,1,2,1,1006,-296,96.0,94.0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0029791459781529296,0.0009930486593843098,-0.010169491525423728,0.010526315789473684,0.010309278350515464,730_plus,,3_5
Nurturing,Web,005kGz3iLXUMdHQq3f,SDR,Sales,4,4,0,3,792,204,-83.0,-106.0,0,1.0,0.0,0.75,0.005044136191677175,0.0037831021437578815,0.01951219512195122,1.0,1.0,730_plus,181_365,3_5
Nurturing,Web,005ITUm8sMeUL9Z9US,AE,Sales,2,2,0,0,876,545,-303.0,-313.0,1,1.0,0.0,0.0,0.002280501710376283,0.0,0.003663003663003663,1.0,1.0,730_plus,366_730,1_2
Nurturing,Web,005Sq8Z0wjCdFUQUHx,SDR,Sales,4,1,3,2,400,343,-294.0,-305.0,0,0.25,0.75,0.5,0.00997506234413965,0.004987531172069825,0.011627906976744186,1.0,1.0,366_730,181_365,3_5
Working,Event,005qf3JcieWVjwiYd7,BDR,Sales,4,2,2,1,1157,-582,-1098.0,-1127.0,1,0.5,0.5,0.25,0.0034542314335060447,0.0008635578583765112,-0.0068846815834767644,1.0,1.0,730_plus,,3_5
Qualified,Event,005gXBXTL8NV8xfMOI,BDR,Sales,3,2,1,2,114,119,68.0,54.0,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.02608695652173913,0.017391304347826087,0.025,0.01818181818181818,0.014492753623188406,91_180,91_180,3_5
Qualified,Inbound,005r8kcdxSxYgha9K0,SDR,Sales,4,1,3,2,447,-123,459.0,435.0,1,0.25,0.75,0.5,0.008928571428571428,0.004464285714285714,-0.03278688524590164,0.0022935779816513763,0.002173913043478261,366_730,,3_5
Open,Outbound,005RYrmmC3EMzwluqj,BDR,Sales,6,3,3,1,708,-348,-406.0,-419.0,1,0.5,0.5,0.16666666666666666,0.00846262341325811,0.0014104372355430183,-0.01729106628242075,1.0,1.0,366_730,,6_10
Open,Partner Referral,005lFrIUHPTHLXsJgY,BDR,Sales,1,1,0,0,121,651,149.0,125.0,1,1.0,0.0,0.0,0.00819672131147541,0.0,0.0015337423312883436,0.007936507936507936,0.006666666666666667,91_180,366_730,1_2
Working,Partner Referral,005r9q3iIp3WHLiZhI,SDR,Sales,7,5,2,3,380,1026,-284.0,-286.0,0,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.01837270341207349,0.007874015748031496,0.006815968841285297,1.0,1.0,366_730,730_plus,6_10
Qualified,Web,005AjaFO16Hd8Hp1Jf,AE,Sales,4,2,2,2,217,1166,12.0,4.0,1,0.5,0.5,0.5,0.01834862385321101,0.009174311926605505,0.003427592116538132,0.2,0.07692307692307693,181_365,730_plus,3_5
Working,Trade Show,005gXBXTL8NV8xfMOI,BDR,Sales,4,4,0,1,1410,-1177,-1347.0,-1375.0,1,1.0,0.0,0.25,0.002834868887313962,0.0007087172218284905,-0.003401360544217687,1.0,1.0,730_plus,,3_5
Working,Partner Referral,005bo0fFeWaVUqG2KV,SDR,Sales,5,3,2,2,893,-134,-750.0,-778.0,0,0.6,0.4,0.4,0.005592841163310962,0.0022371364653243847,-0.03759398496240601,1.0,1.0,730_plus,,3_5
Open,Trade Show,005uK1d6IniB6ZlkqB,SDR,Sales,1,0,1,1,1043,-956,-171.0,-196.0,0,0.0,1.0,1.0,0.0009578544061302681,0.0009578544061302681,-0.0010471204188481676,1.0,1.0,730_plus,,1_2
Working,Event,00569YZ8tMEls1oPGs,SDR,Sales,8,4,4,4,108,1390,-98.0,-113.0,1,0.5,0.5,0.5,0.07339449541284404,0.03669724770642202,0.005751258087706686,1.0,1.0,91_180,730_plus,6_10
Working,Event,005SkyTvnPdXlfxxMu,AE,Sales,5,1,4,1,168,867,158.0,144.0,1,0.2,0.8,0.2,0.029585798816568046,0.005917159763313609,0.00576036866359447,0.006896551724137931,0.006289308176100629,91_180,730_plus,3_5
Qualified,Event,00512E80qDwAaI1oOE,SDR,Sales,3,2,1,1,1250,114,-1243.0,-1249.0,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.002398081534772182,0.0007993605115907274,0.02608695652173913,1.0,1.0,730_plus,91_180,3_5
Open,Inbound,005nz6ixedb0ulRU2P,BDR,Sales,2,1,1,2,300,1317,873.0,850.0,0,0.5,0.5,1.0,0.006644518272425249,0.006644518272425249,0.0015174506828528073,0.0011750881316098707,0.0011441647597254005,181_365,730_plus,1_2
Open,Web,005Sq8Z0wjCdFUQUHx,SDR,Sales,2,0,2,1,1122,-379,-587.0,-595.0,1,0.0,1.0,0.5,0.0017809439002671415,0.0008904719501335708,-0.005291005291005291,1.0,1.0,730_plus,,1_2
Qualified,Outbound,005UyDSWXbJPhakryL,BDR,Sales,6,3,3,2,1231,-967,-1227.0,-1228.0,1,0.5,0.5,0.3333333333333333,0.00487012987012987,0.0016233766233766235,-0.006211180124223602,1.0,1.0,730_plus,,6_10
Working,Web,005mm9vtHx0K9TGlB7,SDR,Sales,1,0,1,0,982,-428,-143.0,-149.0,0,0.0,1.0,0.0,0.001017293997965412,0.0,-0.00234192037470726,1.0,1.0,730_plus,,1_2
Nurturing,Partner Referral,0053WZIwXgjGUPdHRc,SDR,Sales,3,2,1,0,193,230,36.0,29.0,0,0.6666666666666666,0.3333333333333333,0.0,0.015463917525773196,0.0,0.012987012987012988,0.03333333333333333,0.02702702702702703,181_365,181_365,3_5
Nurturing,Partner Referral,005Rc5gJ1bF86O0c4W,AE,Sales,2,1,1,1,443,-473,42.0,29.0,0,0.5,0.5,0.5,0.0045045045045045045,0.0022522522522522522,-0.00423728813559322,0.03333333333333333,0.023255813953488372,366_730,,1_2
Qualified,Outbound,005U1cnD3W8AfIM0Y9,BDR,Sales,4,3,1,1,645,421,-101.0,-112.0,0,0.75,0.25,0.25,0.006191950464396285,0.0015479876160990713,0.009478672985781991,1.0,1.0,366_730,366_730,3_5
Nurturing,Outbound,005Iyi4Xhg6R1KQ608,SDR,Sales,5,1,4,1,1275,-373,-1278.0,-1292.0,1,0.2,0.8,0.2,0.003918495297805642,0.0007836990595611285,-0.013440860215053764,1.0,1.0,730_plus,,3_5
Qualified,Event,005lwhmSG1MSOXLTAt,SDR,Sales,4,1,3,1,1039,-30,-900.0,-903.0,0,0.25,0.75,0.25,0.0038461538461538464,0.0009615384615384616,-0.13793103448275862,1.0,1.0,730_plus,,3_5
Qualified,Event,005hrcAAsV0H3bsIeE,SDR,Sales,4,4,0,0,1049,-665,-413.0,-426.0,1,1.0,0.0,0.0,0.0038095238095238095,0.0,-0.006024096385542169,1.0,1.0,730_plus,,3_5
Working,Outbound,005GmCcmrt3DPvCZcO,BDR,Sales,3,3,0,1,1345,-324,-1145.0,-1148.0,1,1.0,0.0,0.3333333333333333,0.002228826151560178,0.0007429420505200594,-0.009287925696594427,1.0,1.0,730_plus,,3_5
Open,Outbound,005F4DJKwnDrFRcqbf,BDR,Sales,8,4,4,3,809,350,-720.0,-747.0,0,0.5,0.5,0.375,0.009876543209876543,0.003703703703703704,0.022792022792022793,1.0,1.0,730_plus,181_365,6_10
Qualified,Event,005GITA8ZV1nYz3VcV,BDR,Sales,4,3,1,1,521,276,-373.0,-387.0,1,0.75,0.25,0.25,0.007662835249042145,0.0019157088122605363,0.01444043321299639,1.0,1.0,366_730,181_365,3_5
Nurturing,Partner Referral,005XY6JL792Cjz6tvp,BDR,Sales,4,2,2,1,1186,-412,-1164.0,-1180.0,0,0.5,0.5,0.25,0.003369839932603201,0.0008424599831508003,-0.009732360097323601,1.0,1.0,730_plus,,3_5
Nurturing,Web,005H18uJWTVdyNheWe,BDR,Sales,2,2,0,0,1004,-889,-998.0,-1009.0,1,1.0,0.0,0.0,0.001990049751243781,0.0,-0.0022522522522522522,1.0,1.0,730_plus,,1_2
Working,Web,005xi0Xi0wCwuciNbG,SDR,Sales,3,1,2,2,1235,188,-760.0,-764.0,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0024271844660194173,0.0016181229773462784,0.015873015873015872,1.0,1.0,730_plus,181_365,3_5
Nurturing,Trade Show,005xa0kEIUpEcdrhWI,AE,Sales,3,2,1,2,99,1514,96.0,79.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.03,0.02,0.0019801980198019802,0.0125,0.010309278350515464,91_180,730_plus,3_5
Working,Trade Show,005dEsDKcaedNVmJU3,SDR,Sales,0,0,0,0,219,1168,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181_365,730_plus,0
Working,Web,005hJPMnhQ0WRyZFX9,BDR,Sales,1,0,1,0,1152,-405,-64.0,-72.0,1,0.0,1.0,0.0,0.0008673026886383347,0.0,-0.0024752475247524753,1.0,1.0,730_plus,,1_2
Working,Outbound,005KXIvx3Ru4Hx5BVz,SDR,Sales,4,3,1,1,319,476,297.0,268.0,1,0.75,0.25,0.25,0.0125,0.003125,0.008385744234800839,0.0037174721189591076,0.003355704697986577,181_365,366_730,3_5
Nurturing,Outbound,005GITA8ZV1nYz3VcV,BDR,Sales,2,1,1,0,904,-107,-154.0,-177.0,0,0.5,0.5,0.0,0.0022099447513812156,0.0,-0.018867924528301886,1.0,1.0,730_plus,,1_2
Qualified,Trade Show,005lFrIUHPTHLXsJgY,BDR,Sales,3,2,1,0,1258,-486,-1230.0,-1239.0,0,0.6666666666666666,0.3333333333333333,0.0,0.0023828435266084196,0.0,-0.006185567010309278,1.0,1.0,730_plus,,3_5
Open,Web,005vvizm5OfORbfBYV,SDR,Sales,2,2,0,0,49,1236,739.0,733.0,1,1.0,0.0,0.0,0.04,0.0,0.0016168148746968471,0.0013623978201634877,0.0013513513513513514,31_90,730_plus,1_2
Qualified,Trade Show,005g4fdGzuew1U6NXU,SDR,Sales,5,2,3,2,1431,-668,-1297.0,-1325.0,0,0.4,0.6,0.4,0.0034916201117318434,0.0013966480446927375,-0.0074962518740629685,1.0,1.0,730_plus,,3_5
Qualified,Trade Show,005PuqoGxlvwVICWiV,BDR,Sales,5,4,1,2,1382,200,-1298.0,-1321.0,0,0.8,0.2,0.4,0.0036153289949385392,0.0014461315979754157,0.024875621890547265,1.0,1.0,730_plus,181_365,3_5
Qualified,Event,005T3CcQW30Fc3HxzP,BDR,Sales,1,0,1,0,522,-177,-191.0,-221.0,0,0.0,1.0,0.0,0.0019120458891013384,0.0,-0.005681818181818182,1.0,1.0,366_730,,1_2
Qualified,Inbound,005zWOoMnQrwuxqr1I,SDR,Sales,5,3,2,3,321,881,-308.0,-311.0,0,0.6,0.4,0.6,0.015527950310559006,0.009316770186335404,0.005668934240362812,1.0,1.0,181_365,730_plus,3_5
Nurturing,Trade Show,005gvRs74Xd8fUlA3x,BDR,Sales,8,2,6,3,300,1350,-243.0,-261.0,0,0.25,0.75,0.375,0.026578073089700997,0.009966777408637873,0.005921539600296077,1.0,1.0,181_365,730_plus,6_10
Working,Trade Show,005f9kyPUYR0yZXH7k,SDR,Sales,2,2,0,1,434,-109,-246.0,-254.0,1,1.0,0.0,0.5,0.004597701149425287,0.0022988505747126436,-0.018518518518518517,1.0,1.0,366_730,,1_2
Qualified,Trade Show,005Cu36WnbRoy8DEqo,SDR,Sales,2,2,0,2,912,-165,-419.0,-447.0,1,1.0,0.0,1.0,0.002190580503833516,0.002190580503833516,-0.012195121951219513,1.0,1.0,730_plus,,1_2
Qualified,Inbound,005BLRswT6VWAL3Jkq,BDR,Sales,2,1,1,1,271,465,480.0,465.0,1,0.5,0.5,0.5,0.007352941176470588,0.003676470588235294,0.004291845493562232,0.002145922746781116,0.002079002079002079,181_365,366_730,1_2
Working,Outbound,005XY6JL792Cjz6tvp,BDR,Sales,5,3,2,3,1181,-407,-1061.0,-1088.0,0,0.6,0.4,0.6,0.004230118443316413,0.0025380710659898475,-0.012315270935960592,1.0,1.0,730_plus,,3_5
Working,Inbound,0053QDpe3Xj7Gt2h2H,BDR,Sales,4,2,2,2,267,232,-253.0,-276.0,0,0.5,0.5,0.5,0.014925373134328358,0.007462686567164179,0.017167381974248927,1.0,1.0,181_365,181_365,3_5
Qualified,Partner Referral,005n3YnrPf6lJOdoQd,AE,Sales,2,1,1,2,993,-555,-352.0,-369.0,1,0.5,0.5,1.0,0.002012072434607646,0.002012072434607646,-0.0036101083032490976,1.0,1.0,730_plus,,1_2
Open,Web,005VxJy5mAR2JIiQzL,SDR,Sales,5,2,3,0,1127,-986,-672.0,-692.0,0,0.4,0.6,0.0,0.004432624113475178,0.0,-0.005076142131979695,1.0,1.0,730_plus,,3_5
Working,Web,005IgSO06ukUkmxr0U,BDR,Sales,5,1,4,4,410,-9,-154.0,-156.0,1,0.2,0.8,0.8,0.012165450121654502,0.009732360097323601,-0.625,1.0,1.0,366_730,,3_5
Nurturing,Outbound,005oNQqFKPLjEKAacs,SDR,Sales,6,2,4,4,559,573,-563.0,-581.0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.010714285714285714,0.007142857142857143,0.010452961672473868,1.0,1.0,366_730,366_730,6_10
Nurturing,Inbound,005gvWDGbO1EVmxn9m,AE,Sales,4,1,3,2,770,-42,-684.0,-692.0,1,0.25,0.75,0.5,0.005188067444876783,0.0025940337224383916,-0.0975609756097561,1.0,1.0,730_plus,,3_5
Qualified,Partner Referral,005F4DJKwnDrFRcqbf,BDR,Sales,2,0,2,1,1263,-104,-816.0,-831.0,1,0.0,1.0,0.5,0.0015822784810126582,0.0007911392405063291,-0.019417475728155338,1.0,1.0,730_plus,,1_2
Open,Inbound,005GBFWjFmmyU3YASa,BDR,Sales,4,4,0,0,147,563,120.0,101.0,0,1.0,0.0,0.0,0.02702702702702703,0.0,0.0070921985815602835,0.00980392156862745,0.008264462809917356,91_180,366_730,3_5
Nurturing,Outbound,0054cPwdknqYVBf2UL,BDR,Sales,3,1,2,1,1065,-151,-1022.0,-1039.0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0028142589118198874,0.0009380863039399625,-0.02,1.0,1.0,730_plus,,3_5
Qualified,Partner Referral,005KXIvx3Ru4Hx5BVz,SDR,Sales,1,0,1,0,480,315,113.0,98.0,1,0.0,1.0,0.0,0.002079002079002079,0.0,0.0031645569620253164,0.010101010101010102,0.008771929824561403,366_730,181_365,1_2
Qualified,Event,005oy1dBH72KcdA9bM,SDR,Sales,4,2,2,2,1107,219,-977.0,-996.0,1,0.5,0.5,0.5,0.0036101083032490976,0.0018050541516245488,0.01818181818181818,1.0,1.0,730_plus,181_365,3_5
Open,Inbound,005RYrmmC3EMzwluqj,BDR,Sales,5,1,4,2,665,-305,-214.0,-237.0,1,0.2,0.8,0.4,0.0075075075075075074,0.003003003003003003,-0.01644736842105263,1.0,1.0,366_730,,3_5
Qualified,Outbound,005GITA8ZV1nYz3VcV,BDR,Sales,2,0,2,1,955,-158,-296.0,-308.0,1,0.0,1.0,0.5,0.0020920502092050207,0.0010460251046025104,-0.012738853503184714,1.0,1.0,730_plus,,1_2
Qualified,Partner Referral,005Fg6NzJiUZlow1pr,BDR,Sales,2,1,1,0,666,567,-173.0,-194.0,1,0.5,0.5,0.0,0.0029985007496251873,0.0,0.0035211267605633804,1.0,1.0,366_730,366_730,1_2
Working,Web,005U1cnD3W8AfIM0Y9,BDR,Sales,3,1,2,2,1248,-182,-636.0,-660.0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0024019215372297837,0.0016012810248198558,-0.016574585635359115,1.0,1.0,730_plus,,3_5
Open,Trade Show,005zQVR4ms4RjAh8MF,BDR,Sales,0,0,0,0,195,215,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181_365,181_365,0
Qualified,Web,005bo0fFeWaVUqG2KV,SDR,Sales,5,0,5,2,1282,-523,-1018.0,-1026.0,1,0.0,1.0,0.4,0.003897116134060795,0.001558846453624318,-0.009578544061302681,1.0,1.0,730_plus,,3_5
Nurturing,Inbound,005vvizm5OfORbfBYV,SDR,Sales,2,0,2,1,771,514,-99.0,-111.0,1,0.0,1.0,0.5,0.0025906735751295338,0.0012953367875647669,0.003883495145631068,1.0,1.0,730_plus,366_730,1_2
Open,Outbound,005RNwgHWbHSrrlfhq,BDR,Sales,4,0,4,3,741,-194,-173.0,-181.0,0,0.0,1.0,0.75,0.005390835579514825,0.004043126684636119,-0.02072538860103627,1.0,1.0,730_plus,,3_5
Open,Web,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,1,0,0,328,171,-242.0,-271.0,0,1.0,0.0,0.0,0.00303951367781155,0.0,0.005813953488372093,1.0,1.0,181_365,91_180,1_2
Qualified,Outbound,005rTQ0LB8Z2cjvjPG,BDR,Sales,3,2,1,0,862,0,-773.0,-780.0,0,0.6666666666666666,0.3333333333333333,0.0,0.0034762456546929316,0.0,3.0,1.0,1.0,730_plus,0_30,3_5
Qualified,Event,005CS61es1IwtecnA5,SDR,Sales,3,2,1,0,11,67,215.0,211.0,1,0.6666666666666666,0.3333333333333333,0.0,0.25,0.0,0.04411764705882353,0.0047169811320754715,0.004629629629629629,0_30,31_90,3_5
Open,Trade Show,005CyM4CU7TgZ0ieQC,BDR,Sales,0,0,0,0,908,550,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730_plus,366_730,0
Nurturing,Partner Referral,005PcnSwvycOiPT9zy,SDR,Sales,3,1,2,3,902,-26,-370.0,-388.0,0,0.3333333333333333,0.6666666666666666,1.0,0.0033222591362126247,0.0033222591362126247,-0.12,1.0,1.0,730_plus,,3_5
Open,Inbound,005yopVEVGjrYSQu2q,SDR,Sales,3,2,1,1,1015,135,-995.0,-1022.0,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.002952755905511811,0.000984251968503937,0.022058823529411766,1.0,1.0,730_plus,91_180,3_5
Working,Web,005tRa1eePdjJYM6mg,BDR,Sales,6,3,3,1,662,782,-623.0,-641.0,0,0.5,0.5,0.16666666666666666,0.00904977375565611,0.0015082956259426848,0.007662835249042145,1.0,1.0,366_730,730_plus,6_10
Working,Partner Referral,005oNQqFKPLjEKAacs,SDR,Sales,2,1,1,0,162,970,371.0,341.0,0,0.5,0.5,0.0,0.012269938650306749,0.0,0.0020597322348094747,0.0029239766081871343,0.002688172043010753,91_180,730_plus,1_2
Working,Inbound,005yopVEVGjrYSQu2q,SDR,Sales,5,1,4,2,1343,-193,-1286.0,-1307.0,0,0.2,0.8,0.4,0.003720238095238095,0.001488095238095238,-0.026041666666666668,1.0,1.0,730_plus,,3_5
Nurturing,Partner Referral,005GBFWjFmmyU3YASa,BDR,Sales,7,2,5,2,546,164,-486.0,-495.0,0,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.012797074954296161,0.003656307129798903,0.04242424242424243,1.0,1.0,366_730,91_180,6_10
Nurturing,Partner Referral,005ATkmG7VSdpihf48,SDR,Sales,3,1,2,2,1026,-836,-792.0,-818.0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0029211295034079843,0.0019474196689386564,-0.003592814371257485,1.0,1.0,730_plus,,3_5
Nurturing,Partner Referral,005RYrmmC3EMzwluqj,BDR,Sales,2,0,2,0,375,-15,185.0,161.0,1,0.0,1.0,0.0,0.005319148936170213,0.0,-0.14285714285714285,0.006172839506172839,0.005376344086021506,366_730,,1_2
Qualified,Event,005oTuswObpFtGANeE,SDR,Sales,3,2,1,2,737,-550,-699.0,-700.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0040650406504065045,0.0027100271002710027,-0.00546448087431694,1.0,1.0,730_plus,,3_5
Nurturing,Partner Referral,005kYbLfois6p7LjKf,SDR,Sales,3,1,2,1,125,382,-61.0,-63.0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.023809523809523808,0.007936507936507936,0.007832898172323759,1.0,1.0,91_180,366_730,3_5
