status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day_clean,task_activity_recency_score,task_created_recency_score,priority_score,priority_bucket,engagement_score,urgency_score,activity_strength_score,recommended_action,lead_is_converted
Working,Event,005fDW8pqYyhUsaaJT,SDR,6,4,2,2,445,241,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0134529147982062,0.0044843049327354,0.024793388429752067,1.0,1.0,65.57997970942698,Warm,0.6386020408163265,0.6458213191124188,0.7137619047619047,Follow up within 48 hours,0
Qualified,Outbound,005xG5kruHOvgAC23A,BDR,4,2,2,1,495,0,0.0,0.0,0.5,0.5,0.25,0.0080645161290322,0.002016129032258,4.0,1.0,1.0,60.72334705636576,Warm,0.5754336734693878,0.635357033398133,0.644547619047619,Follow up within 48 hours,1
Open,Partner Referral,005sW3tnobKnIyN0Nz,SDR,4,2,2,2,1012,0,0.0,0.0,0.5,0.5,0.5,0.0039486673247778,0.0019743336623889,4.0,1.0,1.0,59.2544184849372,Warm,0.5787908163265306,0.5170356048267045,0.7401904761904762,Follow up within 48 hours,0
Nurturing,Inbound,005U1SVjkIk2fyV5rw,SDR,2,2,0,1,509,0,0.0,0.0,1.0,0.0,0.5,0.0039215686274509,0.0019607843137254,2.0,1.0,1.0,56.7411191652093,Warm,0.5759795918367346,0.6322856048267045,0.4486785714285714,Follow up within 48 hours,0
Nurturing,Web,005WgETdcCDX1SEp32,AE,5,1,4,2,1335,0,0.0,0.0,0.2,0.8,0.4,0.0037425149700598,0.0014970059880239,5.0,1.0,1.0,56.97848311078752,Warm,0.5467602040816325,0.44199989054099015,0.8190238095238095,Follow up within 48 hours,1
Open,Outbound,005Ho68SXnOO9IeJdv,AE,4,1,3,1,439,717,98.0,72.0,0.25,0.75,0.25,0.009090909090909,0.0022727272727272,0.005571030640668524,0.0136986301369863,0.0101010101010101,43.20201966259104,Cool,0.4666581632653061,0.3614862563267307,0.4512261904761905,Nurture and monitor,1
Working,Web,005oNQqFKPLjEKAacs,SDR,5,5,0,3,632,500,0.0,0.0,1.0,0.0,0.6,0.0078988941548183,0.0047393364928909,0.00998003992015968,1.0,1.0,65.03101712439297,Warm,0.6626632653061224,0.603761795302895,0.68925,Follow up within 48 hours,1
Qualified,Event,005aV0dZauGUbUqQX9,SDR,2,0,2,1,975,0,0.0,0.0,0.0,1.0,0.5,0.0020491803278688,0.0010245901639344,2.0,1.0,1.0,50.4544354917399,Warm,0.5145459183673469,0.5251189381600377,0.4486785714285714,Follow up within 48 hours,1
Open,Event,005uJa3pJEeyQVnsZp,BDR,8,3,5,2,371,0,0.0,0.0,0.375,0.625,0.25,0.021505376344086,0.0053763440860215,8.0,1.0,1.0,69.91079603595759,Warm,0.6350255102040816,0.6622379857790854,0.9146190476190476,Follow up within 48 hours,0
Working,Outbound,0053WZIwXgjGUPdHRc,SDR,6,4,2,4,61,362,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0967741935483871,0.064516129032258,0.01652892561983471,1.0,1.0,74.04634025364467,Warm,0.7335102040816326,0.732964176255276,0.7690952380952382,Follow up within 48 hours,1
Nurturing,Inbound,0059UKz8nd1s6XFb2G,BDR,2,1,1,2,741,0,0.0,0.0,0.5,0.5,1.0,0.0026954177897574,0.0026954177897574,2.0,1.0,1.0,58.27372120602563,Warm,0.6004387755102041,0.5788451286362283,0.5443214285714285,Follow up within 48 hours,0
Qualified,Event,005GITA8ZV1nYz3VcV,BDR,4,1,3,1,1320,0,0.0,0.0,0.25,0.75,0.25,0.0030280090840272,0.0007570022710068,4.0,1.0,1.0,50.16069399514127,Warm,0.4779234693877551,0.44578560482670443,0.644547619047619,Follow up within 48 hours,1
Open,Inbound,005sW3tnobKnIyN0Nz,SDR,4,2,2,1,671,0,0.0,0.0,0.5,0.5,0.25,0.0059523809523809,0.0014880952380952,4.0,1.0,1.0,58.085132770651484,Warm,0.546826530612245,0.5950951286362283,0.644547619047619,Follow up within 48 hours,0
Working,Partner Referral,005nz6ixedb0ulRU2P,BDR,0,0,0,0,817,800,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.294863945578232,Cool,0.0739591836734694,0.8131190476190476,0.060166666666666674,Nurture and monitor,1
Qualified,Inbound,005XZUpRP9HBvLfhY6,BDR,8,5,3,3,321,745,0.0,0.0,0.625,0.375,0.375,0.0248447204968944,0.0093167701863354,0.010723860589812333,1.0,1.0,69.0533810699712,Warm,0.673015306122449,0.6740475095886093,0.7590595238095238,Follow up within 48 hours,1
Open,Event,005xi0Xi0wCwuciNbG,SDR,4,4,0,1,1298,125,0.0,0.0,1.0,0.0,0.25,0.0030792917628945,0.0007698229407236,0.031746031746031744,1.0,1.0,48.096289233236504,Cool,0.47767346938775507,0.45090465244575206,0.5342738095238095,Nurture and monitor,1
Open,Web,005udoqsW2EyiZN9b0,BDR,4,3,1,2,580,0,0.0,0.0,0.75,0.25,0.5,0.0068846815834767,0.0034423407917383,4.0,1.0,1.0,65.00972460738616,Warm,0.6348469387755101,0.6154522714933711,0.7401904761904762,Follow up within 48 hours,1
Qualified,Event,005zQVR4ms4RjAh8MF,BDR,3,2,1,1,821,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0036496350364963,0.0012165450121654,3.0,1.0,1.0,53.90412936929094,Warm,0.524061224489796,0.5595356048267045,0.5457500000000001,Follow up within 48 hours,0
Nurturing,Partner Referral,005lwhmSG1MSOXLTAt,SDR,5,2,3,3,1458,0,0.0,0.0,0.4,0.6,0.6,0.0034270047978067,0.002056202878684,5.0,1.0,1.0,59.023755219631056,Warm,0.5842704081632653,0.41442846196956157,0.8688690476190476,Follow up within 48 hours,0
Nurturing,Web,005JwwpEL8xofdwkwl,SDR,2,1,1,1,1235,0,0.0,0.0,0.5,0.5,0.5,0.0016181229773462,0.0008090614886731,2.0,1.0,1.0,48.011221206025624,Cool,0.5012959183673469,0.46576179530289497,0.4486785714285714,Nurture and monitor,0
Open,Inbound,005N1Jj8umhbHxSPTH,SDR,1,1,0,0,794,0,274.0,255.0,1.0,0.0,0.0,0.0012578616352201,0.0,1.0,0.00390625,0.0036363636363636,24.19911999334489,Cold,0.23907142857142857,0.22909765057181386,0.2686309523809524,Add to nurture campaign,0
Nurturing,Event,005dEsDKcaedNVmJU3,SDR,2,1,1,0,280,1107,0.0,0.0,0.5,0.5,0.0,0.0071174377224199,0.0,0.0018050541516245488,1.0,1.0,46.65703753255623,Cool,0.4652551020408163,0.6829760810171807,0.14525,Nurture and monitor,0
Working,Partner Referral,005O8TxStNstfUeWj7,BDR,5,2,3,0,859,685,0.0,0.0,0.4,0.6,0.0,0.005813953488372,0.0,0.007288629737609329,1.0,1.0,47.514673586978,Cool,0.4546530612244898,0.550607033398133,0.41319047619047616,Nurture and monitor,1
Nurturing,Outbound,005zQVR4ms4RjAh8MF,BDR,2,1,1,0,11,399,221.0,212.0,0.5,0.5,0.0,0.1666666666666666,0.0,0.005,0.0046948356807511,0.0045045045045045,35.39222757216164,Cool,0.37647448979591835,0.4199659757613969,0.19847619047619047,Nurture and monitor,0
Qualified,Outbound,00566La41L76C1ZyfL,SDR,1,0,1,0,1183,266,113.0,110.0,0.0,1.0,0.0,0.0008445945945945,0.0,0.003745318352059925,0.009009009009009,0.0087719298245614,20.784756644474633,Cold,0.25329591836734694,0.18302250039405243,0.1314642857142857,Add to nurture campaign,1
Working,Outbound,005irLwe9xEBlEAQNC,SDR,5,3,2,2,1273,0,0.0,0.0,0.6,0.4,0.4,0.0039246467817896,0.0015698587127158,5.0,1.0,1.0,57.698176988338545,Warm,0.5524183673469387,0.456559414350514,0.8190238095238095,Follow up within 48 hours,0
Nurturing,Inbound,005ZgXPYFXOBU7G1tp,BDR,4,3,1,1,158,444,91.0,65.0,0.75,0.25,0.25,0.0251572327044025,0.0062893081761006,0.008988764044943821,0.0151515151515151,0.0108695652173913,48.66288719091903,Cool,0.5232295918367347,0.4275072374297273,0.48380952380952386,Nurture and monitor,1
Open,Event,005aABhuRiSBg0srbz,SDR,6,2,4,4,1110,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0054005400540054,0.0036003600360036,6.0,1.0,1.0,65.80831304276032,Warm,0.6427806122448979,0.49504750958860927,0.9408928571428571,Follow up within 48 hours,1
Working,Inbound,005SW3xD3pVRHzXb4Z,SDR,2,2,0,0,907,531,0.0,0.0,1.0,0.0,0.0,0.0022026431718061,0.0,0.0037593984962406013,1.0,1.0,39.44759875704603,Cool,0.3942091836734694,0.538809414350514,0.17864285714285713,Nurture and monitor,1
Nurturing,Event,005tNEaaVidaDN1aY5,AE,5,4,1,3,1407,85,0.0,0.0,0.8,0.2,0.6,0.0035511363636363,0.0021306818181818,0.05813953488372093,1.0,1.0,57.029724607386164,Warm,0.5883826530612245,0.42520227149337114,0.7427261904761906,Follow up within 48 hours,1
Open,Event,005H18uJWTVdyNheWe,BDR,4,0,4,2,526,0,164.0,155.0,0.0,1.0,0.5,0.0075901328273244,0.0037950664136622,4.0,0.0064102564102564,0.006060606060606,49.998027085788344,Cool,0.5123979591836735,0.3191439867598382,0.7401904761904762,Nurture and monitor,1
Open,Trade Show,005GkgNJqeO2GW2jXH,SDR,2,1,1,0,1404,73,0.0,0.0,0.5,0.5,0.0,0.0014234875444839,0.0,0.02702702702702703,1.0,1.0,37.6282960359576,Cool,0.38320408163265307,0.42573798577908545,0.2847976190476191,Nurture and monitor,1
Working,Trade Show,005nz6ixedb0ulRU2P,BDR,5,4,1,3,1015,602,0.0,0.0,0.8,0.2,0.6,0.0049212598425196,0.0029527559055118,0.008291873963515755,1.0,1.0,60.27338106997121,Warm,0.6243367346938776,0.5163213191124187,0.6783452380952381,Follow up within 48 hours,0
Open,Inbound,005U1cnD3W8AfIM0Y9,BDR,6,2,4,1,226,840,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.026431718061674,0.0044052863436123,0.007134363852556481,1.0,1.0,63.012734811467794,Warm,0.6196785714285714,0.6949760810171807,0.5589761904761904,Follow up within 48 hours,1
Qualified,Event,005SotgxabsZFoiinJ,BDR,4,3,1,1,659,0,0.0,0.0,0.75,0.25,0.25,0.006060606060606,0.0015151515151515,4.0,1.0,1.0,58.250285831875956,Warm,0.5485510204081633,0.5977260810171806,0.644547619047619,Follow up within 48 hours,0
Working,Inbound,005tRa1eePdjJYM6mg,BDR,2,0,2,2,1157,287,0.0,0.0,0.0,1.0,1.0,0.001727115716753,0.001727115716753,0.006944444444444444,1.0,1.0,51.21851712439296,Warm,0.5627704081632652,0.4838570333981331,0.42821428571428566,Follow up within 48 hours,1
Nurturing,Web,005zWOoMnQrwuxqr1I,SDR,2,0,2,0,1263,0,0.0,0.0,0.0,1.0,0.0,0.0015822784810126,0.0,2.0,1.0,1.0,39.72540487949502,Cool,0.3842295918367347,0.4588213191124188,0.3374642857142857,Nurture and monitor,0
Working,Inbound,005cVL9DQ83eH0EZfE,AE,3,1,2,0,1393,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0021520803443328,0.0,3.0,1.0,1.0,41.3030579407195,Cool,0.3951683673469388,0.42846417625527594,0.4345357142857143,Nurture and monitor,0
Qualified,Trade Show,005oy1dBH72KcdA9bM,SDR,3,1,2,0,1372,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0021849963583394,0.0,3.0,1.0,1.0,41.49132324684195,Cool,0.3958979591836735,0.43352370006479973,0.4345357142857143,Nurture and monitor,1
Open,Event,005U1cnD3W8AfIM0Y9,BDR,2,0,2,1,833,233,0.0,0.0,0.0,1.0,0.5,0.0023980815347721,0.001199040767386,0.008547008547008548,1.0,1.0,49.96800692031134,Cool,0.5267602040816326,0.5567379857790854,0.34639285714285717,Nurture and monitor,1
Nurturing,Partner Referral,005sj6ewizq0NwPrwm,BDR,2,1,1,1,1019,509,144.0,134.0,0.5,0.5,0.5,0.0019607843137254,0.0009803921568627,0.00392156862745098,0.0074074074074074,0.0068965517241379,31.617473079338392,Cool,0.38798979591836735,0.21239309357431832,0.29230952380952385,Nurture and monitor,1
Nurturing,Inbound,005hJPMnhQ0WRyZFX9,BDR,4,2,2,3,405,342,0.0,0.0,0.5,0.5,0.75,0.0098522167487684,0.0073891625615763,0.011661807580174927,1.0,1.0,67.20367018561745,Warm,0.6937448979591837,0.654261795302895,0.6444285714285715,Follow up within 48 hours,0
Working,Trade Show,005q3idaDMhXnwfocw,AE,4,3,1,0,496,0,0.0,0.0,0.75,0.25,0.0,0.0080482897384305,0.0,4.0,1.0,1.0,53.27202052575352,Warm,0.47100000000000003,0.6351784619695616,0.5333333333333333,Follow up within 48 hours,1
Open,Inbound,0055pWDZRM9H820dFq,SDR,2,0,2,2,1050,0,0.0,0.0,0.0,1.0,1.0,0.0019029495718363,0.0019029495718363,2.0,1.0,1.0,54.577445695821545,Warm,0.568984693877551,0.508059414350514,0.5443214285714285,Follow up within 48 hours,1
Qualified,Inbound,005Ho68SXnOO9IeJdv,AE,6,4,2,0,1338,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0044809559372666,0.0,6.0,1.0,1.0,48.44790487949501,Cool,0.4381581632653061,0.44140465244575217,0.6648928571428572,Nurture and monitor,1
Qualified,Trade Show,005Ozb2jx0nnrpjBm7,SDR,2,1,1,0,608,655,0.0,0.0,0.5,0.5,0.0,0.0032840722495894,0.0,0.003048780487804878,1.0,1.0,42.49003072983515,Cool,0.4172959183673469,0.609761795302895,0.16661904761904758,Nurture and monitor,0
Nurturing,Trade Show,005U2hcHrNtlfF5gcz,BDR,4,3,1,2,1346,0,0.0,0.0,0.75,0.25,0.5,0.0029695619896065,0.0014847809948032,4.0,1.0,1.0,55.369979709426985,Warm,0.5477091836734693,0.4393570333981331,0.7401904761904762,Follow up within 48 hours,1
Open,Event,005SHkriY5Z0W9xzJS,BDR,1,1,0,0,1107,0,0.0,0.0,1.0,0.0,0.0,0.0009025270758122,0.0,1.0,1.0,1.0,39.08031984548141,Cool,0.3766683673469388,0.495809414350514,0.2686309523809524,Nurture and monitor,0
Qualified,Trade Show,005GmCcmrt3DPvCZcO,BDR,8,4,4,1,1221,0,0.0,0.0,0.5,0.5,0.125,0.0065466448445171,0.0008183306055646,8.0,1.0,1.0,56.13625521963107,Warm,0.5134132653061225,0.4695356048267045,0.8189761904761905,Follow up within 48 hours,0
Open,Web,005oy1dBH72KcdA9bM,SDR,1,0,1,0,1011,315,0.0,0.0,0.0,1.0,0.0,0.0009881422924901,0.0,0.0031645569620253164,1.0,1.0,36.822190593780725,Cool,0.37747959183673474,0.5172260810171806,0.12157142857142857,Nurture and monitor,1
Qualified,Web,005xG5kruHOvgAC23A,BDR,1,1,0,0,1127,0,250.0,237.0,1.0,0.0,0.0,0.000886524822695,0.0,1.0,0.0042016806722689,0.0039840637450199,22.078843893938597,Cold,0.2385,0.15937416154398498,0.2686309523809524,Add to nurture campaign,0
Working,Outbound,005gXBXTL8NV8xfMOI,BDR,3,2,1,3,894,0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0033519553072625,0.0033519553072625,3.0,1.0,1.0,61.13557494752222,Warm,0.6211377551020407,0.5417975095886093,0.6912380952380953,Follow up within 48 hours,0
Nurturing,Partner Referral,005oNQqFKPLjEKAacs,SDR,3,1,2,0,122,1010,324.0,320.0,0.3333333333333333,0.6666666666666666,0.0,0.024390243902439,0.0,0.002967359050445104,0.0031152647975077,0.003076923076923,33.44144629127856,Cool,0.3540918367346939,0.3700221326117796,0.2318095238095238,Nurture and monitor,0
Qualified,Partner Referral,005rfIoTPQqJtbyYEc,SDR,4,2,2,1,17,1123,447.0,444.0,0.5,0.5,0.25,0.2222222222222222,0.0555555555555555,0.0035587188612099642,0.0022471910112359,0.0022321428571428,45.41282595016675,Cool,0.5157806122448979,0.37345190808945866,0.4210119047619048,Nurture and monitor,1
Open,Web,0053VzHd9EJw9O3rur,AE,0,0,0,0,731,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.90986394557823,Cool,0.0739591836734694,0.8336190476190476,0.060166666666666674,Nurture and monitor,0
Open,Trade Show,005C9ZE4d3Sx2TUFjd,AE,3,2,1,1,450,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0066518847006651,0.0022172949002217,3.0,1.0,1.0,59.596476308066435,Warm,0.5868010204081633,0.6447141762552758,0.5457500000000001,Follow up within 48 hours,0
Nurturing,Partner Referral,005EhkAnpKcWuNovJ6,BDR,3,2,1,0,605,154,389.0,387.0,0.6666666666666666,0.3333333333333333,0.0,0.0049504950495049,0.0,0.01935483870967742,0.0025773195876288,0.0025641025641025,29.04989334939566,Cool,0.29456122448979594,0.2498309121000368,0.34134523809523803,Nurture and monitor,1
Open,Inbound,005SotgxabsZFoiinJ,BDR,1,0,1,0,508,0,615.0,593.0,0.0,1.0,0.0,0.0019646365422396,0.0,1.0,0.0016835016835016,0.0016233766233766,24.11484067772015,Cold,0.22823979591836735,0.24434106113942453,0.2686309523809524,Add to nurture campaign,1
Qualified,Event,0055pWDZRM9H820dFq,SDR,0,0,0,0,428,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.967721088435376,Cool,0.0739591836734694,0.9022142857142857,0.060166666666666674,Nurture and monitor,1
Working,Event,005H18uJWTVdyNheWe,BDR,2,0,2,0,229,0,691.0,674.0,0.0,1.0,0.0,0.008695652173913,0.0,2.0,0.0014814814814814,0.0014450867052023,31.122501107099698,Cool,0.3077295918367347,0.29955786003257506,0.3374642857142857,Nurture and monitor,1
Qualified,Partner Referral,005kYbLfois6p7LjKf,SDR,4,2,2,1,38,469,0.0,0.0,0.5,0.5,0.25,0.1025641025641025,0.0256410256410256,0.00851063829787234,1.0,1.0,65.0310511379984,Warm,0.6652806122448981,0.7385356048267044,0.48054761904761906,Follow up within 48 hours,1
Working,Trade Show,0057tOW88h5S2FQMo9,AE,12,6,6,2,134,910,0.0,0.0,0.5,0.5,0.1666666666666666,0.0888888888888888,0.0148148148148148,0.013172338090010977,1.0,1.0,68.38992868901882,Warm,0.6474795918367346,0.716404652445752,0.7261904761904763,Follow up within 48 hours,0
Working,Event,005Fg6NzJiUZlow1pr,BDR,6,3,3,2,65,1168,333.0,310.0,0.5,0.5,0.3333333333333333,0.0909090909090909,0.0303030303030303,0.0051325919589392645,0.0032154340836012,0.0029940119760479,50.95765562569272,Warm,0.5369693877551021,0.3827744618995079,0.631297619047619,Follow up within 48 hours,1
Open,Trade Show,005AQpXsPDqHdTKZrg,AE,3,2,1,1,565,791,163.0,156.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0053003533568904,0.0017667844522968,0.003787878787878788,0.0063694267515923,0.0060975609756097,38.24165163012612,Cool,0.43595918367346936,0.3102262561515964,0.3568452380952381,Nurture and monitor,0
Qualified,Trade Show,005sbu92PDPF7bHdnm,BDR,3,2,1,1,513,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0058365758754863,0.0019455252918287,3.0,1.0,1.0,58.578415083576644,Warm,0.5745255102040815,0.6312379857790854,0.5457500000000001,Follow up within 48 hours,1
Open,Web,005YJKL1sxnz5KucCa,SDR,4,3,1,1,987,0,0.0,0.0,0.75,0.25,0.25,0.0040485829959514,0.0010121457489878,4.0,1.0,1.0,53.999673586978005,Warm,0.5087244897959183,0.5224165572076568,0.644547619047619,Follow up within 48 hours,0
Open,Inbound,005PkYO2xaCUvet6zY,SDR,1,1,0,0,1368,0,0.0,0.0,1.0,0.0,0.0,0.0007304601899196,0.0,1.0,1.0,1.0,37.09276882507325,Cool,0.373795918367347,0.4343451286362283,0.2686309523809524,Nurture and monitor,0
Qualified,Trade Show,005pCTycClXuIF6SUv,BDR,5,3,2,3,867,0,0.0,0.0,0.6,0.4,0.6,0.0057603686635944,0.0034562211981566,5.0,1.0,1.0,65.80298991350861,Warm,0.6394336734693878,0.5484641762552759,0.8688690476190476,Follow up within 48 hours,1
Open,Event,005SkyTvnPdXlfxxMu,AE,4,3,1,1,1216,0,0.0,0.0,0.75,0.25,0.25,0.0032867707477403,0.000821692686935,4.0,1.0,1.0,51.34013277065148,Warm,0.48661224489795923,0.4706189381600378,0.644547619047619,Follow up within 48 hours,1
Working,Event,005M1BnJPIeqHk8Nds,SDR,6,2,4,3,1038,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0057747834456207,0.0028873917228103,6.0,1.0,1.0,64.73215658017529,Warm,0.6193979591836734,0.511011795302895,0.9215952380952381,Follow up within 48 hours,0
Nurturing,Web,005VxJy5mAR2JIiQzL,SDR,4,2,2,3,798,0,0.0,0.0,0.5,0.5,0.75,0.0050062578222778,0.0037546933667083,4.0,1.0,1.0,64.99106814480113,Warm,0.6447857142857142,0.5650356048267046,0.7900357142857143,Follow up within 48 hours,1
Qualified,Inbound,005GkgNJqeO2GW2jXH,SDR,3,2,1,1,99,1378,722.0,712.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.03,0.01,0.002175489485134155,0.0014025245441795,0.0013831258644536,41.46516277492975,Cool,0.501377551020408,0.3269872852414228,0.32933333333333337,Nurture and monitor,1
Qualified,Web,005M1BnJPIeqHk8Nds,SDR,1,1,0,1,588,0,0.0,0.0,1.0,0.0,1.0,0.0016977928692699,0.0016977928692699,1.0,1.0,1.0,54.082564743440585,Warm,0.561484693877551,0.6137141762552759,0.3798452380952381,Follow up within 48 hours,0
Nurturing,Outbound,005O8TxStNstfUeWj7,BDR,5,3,2,1,106,1438,11.0,0.0,0.6,0.4,0.2,0.0467289719626168,0.0093457943925233,0.0034746351633078527,1.0,0.0833333333333333,56.860213976727145,Warm,0.5908469387755103,0.5949844568206099,0.47341666666666665,Follow up within 48 hours,1
Qualified,Partner Referral,005DS8Y3naP935K0U7,BDR,2,1,1,2,841,258,566.0,540.0,0.5,0.5,1.0,0.002375296912114,0.002375296912114,0.007722007722007722,0.0018484288354898,0.001763668430335,35.356898457065796,Cool,0.42992857142857144,0.17147598031489167,0.4358095238095238,Nurture and monitor,1
Qualified,Partner Referral,005BLRswT6VWAL3Jkq,BDR,3,1,2,1,737,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0040650406504065,0.0013550135501355,3.0,1.0,1.0,55.03734365500521,Warm,0.5346683673469388,0.5796308429219426,0.5457500000000001,Follow up within 48 hours,1
Nurturing,Outbound,005r9q3iIp3WHLiZhI,SDR,4,2,2,2,336,1070,0.0,0.0,0.5,0.5,0.5,0.0118694362017804,0.0059347181008902,0.003734827264239029,1.0,1.0,64.03028583187597,Warm,0.6705510204081632,0.6704879857790854,0.5194047619047618,Follow up within 48 hours,0
Nurturing,Inbound,005YpyV0Iqs18vr6hF,AE,2,1,1,1,1384,0,0.0,0.0,0.5,0.5,0.5,0.0014440433212996,0.0007220216606498,2.0,1.0,1.0,46.50168038969909,Cool,0.4923622448979591,0.43033322387432354,0.4486785714285714,Nurture and monitor,1
Nurturing,Event,005scUETCztHB2VpGr,SDR,1,1,0,0,709,845,133.0,123.0,1.0,0.0,0.0,0.0014084507042253,0.0,0.001182033096926714,0.0080645161290322,0.0074626865671641,23.20633429281974,Cold,0.25616326530612243,0.2864787167901364,0.0901904761904762,Add to nurture campaign,0
Open,Inbound,005Sq8Z0wjCdFUQUHx,SDR,3,2,1,0,918,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0032644178454842,0.0,3.0,1.0,1.0,45.632700797862356,Cool,0.4169183673469387,0.5365356048267045,0.4345357142857143,Nurture and monitor,0
Open,Outbound,005SHkriY5Z0W9xzJS,BDR,1,0,1,1,710,0,0.0,0.0,0.0,1.0,1.0,0.0014064697609001,0.0014064697609001,1.0,1.0,1.0,52.50052392711406,Warm,0.546658163265306,0.5856903667314665,0.3798452380952381,Follow up within 48 hours,1
Qualified,Partner Referral,005tRa1eePdjJYM6mg,BDR,4,0,4,3,178,1266,0.0,0.0,0.0,1.0,0.75,0.0223463687150838,0.0167597765363128,0.0031570639305445935,1.0,1.0,68.33554093391679,Warm,0.7195561224489796,0.7056308429219426,0.5594404761904762,Follow up within 48 hours,0
Open,Web,005ZmDANT8NxIwQSUH,BDR,4,3,1,0,79,0,0.0,0.0,0.75,0.25,0.0,0.05,0.0,4.0,1.0,1.0,57.86421440330454,Warm,0.5066938775510204,0.728761795302895,0.5333333333333333,Follow up within 48 hours,1
Qualified,Partner Referral,005n3YnrPf6lJOdoQd,AE,1,1,0,0,963,0,0.0,0.0,1.0,0.0,0.0,0.0010373443983402,0.0,1.0,1.0,1.0,40.10031984548141,Cool,0.37784693877551023,0.5278451286362283,0.2686309523809524,Nurture and monitor,1
Open,Trade Show,005nz6ixedb0ulRU2P,BDR,1,0,1,1,1393,224,0.0,0.0,0.0,1.0,1.0,0.0007173601147776,0.0007173601147776,0.0044444444444444444,1.0,1.0,43.6505579407195,Cool,0.5142755102040816,0.42846417625527594,0.25414285714285717,Nurture and monitor,0
Nurturing,Outbound,005KXIvx3Ru4Hx5BVz,SDR,2,1,1,1,957,0,0.0,0.0,0.5,0.5,0.5,0.0020876826722338,0.0010438413361169,2.0,1.0,1.0,50.753211001943974,Warm,0.518142857142857,0.5290832238743235,0.4486785714285714,Follow up within 48 hours,1
Working,Event,005DJJzk8TFPHjwamm,BDR,1,1,0,0,554,981,788.0,786.0,1.0,0.0,0.0,0.0018018018018018,0.0,0.0010183299389002036,0.0012706480304955,0.0012674271229404,19.47443935720666,Cold,0.22109693877551018,0.22127212823341916,0.08907142857142858,Add to nurture campaign,0
Nurturing,Trade Show,005PkYO2xaCUvet6zY,SDR,5,3,2,3,134,572,0.0,0.0,0.6,0.4,0.6,0.037037037037037,0.0222222222222222,0.008726003490401396,1.0,1.0,71.04202052575351,Warm,0.7183214285714286,0.716404652445752,0.6816904761904762,Follow up within 48 hours,1
Working,Web,005tcchhnKXX6SYaxV,SDR,5,2,3,2,858,448,0.0,0.0,0.4,0.6,0.4,0.0058207217694994,0.0023282887077997,0.011135857461024499,1.0,1.0,59.20110215840657,Warm,0.5951530612244896,0.5508689381600379,0.6458690476190476,Follow up within 48 hours,0
Nurturing,Web,005RMzHVKudpQtLAvV,SDR,4,2,2,1,1069,466,0.0,0.0,0.5,0.5,0.25,0.0037383177570093,0.0009345794392523,0.008565310492505354,1.0,1.0,49.775098757046024,Cool,0.500673469387755,0.5041427476838473,0.48085714285714287,Nurture and monitor,1
Nurturing,Inbound,005XZUpRP9HBvLfhY6,BDR,4,2,2,1,1082,0,0.0,0.0,0.5,0.5,0.25,0.0036934441366574,0.0009233610341643,4.0,1.0,1.0,52.89329603595759,Warm,0.499311224489796,0.5012260810171806,0.644547619047619,Follow up within 48 hours,1
Open,Outbound,005IeU7PAQYPcwR9VT,AE,5,2,3,1,1138,0,0.0,0.0,0.4,0.6,0.2,0.0043898156277436,0.0008779631255487,5.0,1.0,1.0,54.093891274052844,Warm,0.49956122448979595,0.4882737000647997,0.7233809523809525,Follow up within 48 hours,1
Open,Partner Referral,005Zig763saiCy9Xs5,BDR,3,1,2,0,810,769,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0036991368680641,0.0,0.003896103896103896,1.0,1.0,43.05931644412086,Cool,0.4250816326530612,0.5620237000647997,0.24722619047619046,Nurture and monitor,0
