status,lead_source,lead_owner_id,owner_role,owner_department,owner_is_active,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,lead_is_converted,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity
Working,Event,005sW3tnobKnIyN0Nz,SDR,Sales,1,2,0,2,0,1293,0,-1256,-322.0,-352.0
Working,Trade Show,005XZUpRP9HBvLfhY6,BDR,Sales,1,3,1,2,0,1146,0,-80,-229.0,-248.0
Open,Partner Referral,005irLwe9xEBlEAQNC,SDR,Sales,1,5,1,4,2,1211,0,-1172,-1119.0,-1126.0
Nurturing,Partner Referral,0051FeBviD8WOpEx9p,SDR,Sales,1,4,2,2,2,1006,0,-1008,-930.0,-959.0
Working,Inbound,005OcXZdxrlsgJWBeG,AE,Sales,1,5,3,2,1,567,0,-46,-555.0,-558.0
Open,Inbound,005chtXE6kHD1j5gMk,BDR,Sales,1,4,2,2,1,722,1,293,-413.0,-416.0
Working,Trade Show,005r9q3iIp3WHLiZhI,SDR,Sales,1,5,2,3,2,62,0,1344,45.0,25.0
Open,Trade Show,005gYdlj9yv5Cc6zkp,BDR,Sales,1,2,1,1,1,291,0,10,223.0,199.0
Nurturing,Outbound,005EhkAnpKcWuNovJ6,BDR,Sales,1,5,2,3,3,121,1,638,33.0,16.0
Qualified,Trade Show,005oy1dBH72KcdA9bM,SDR,Sales,1,5,3,2,2,1271,1,55,-944.0,-973.0
Qualified,Web,005gvWDGbO1EVmxn9m,AE,Sales,1,5,3,2,2,106,1,622,-123.0,-128.0
Nurturing,Event,005T3CcQW30Fc3HxzP,BDR,Sales,1,7,6,1,2,838,1,-493,-810.0,-819.0
Nurturing,Outbound,005XY6JL792Cjz6tvp,BDR,Sales,1,3,1,2,0,1035,1,-261,-778.0,-782.0
Working,Outbound,005U2hcHrNtlfF5gcz,BDR,Sales,1,5,1,4,1,601,0,-572,-574.0,-576.0
Working,Outbound,005XY8kCmJrc8XXcwE,BDR,Sales,1,4,4,0,1,460,0,631,54.0,24.0
Nurturing,Web,005C9ZE4d3Sx2TUFjd,AE,Sales,1,3,2,1,0,1301,0,-1369,-990.0,-997.0
Qualified,Outbound,005sj6ewizq0NwPrwm,BDR,Sales,1,10,8,2,6,601,0,927,-562.0,-575.0
Qualified,Trade Show,005vvizm5OfORbfBYV,SDR,Sales,1,4,1,3,1,198,0,1087,-52.0,-68.0
Open,Partner Referral,00566La41L76C1ZyfL,SDR,Sales,1,1,1,0,1,1290,0,159,-1284.0,-1293.0
Nurturing,Partner Referral,005mzHykyCWibqXEgp,BDR,Sales,1,1,1,0,0,175,0,439,443.0,434.0
Working,Web,005DtIhNjUqehYU9Ld,SDR,Sales,1,5,5,0,0,523,1,484,-411.0,-420.0
Nurturing,Trade Show,005SW3xD3pVRHzXb4Z,SDR,Sales,1,5,3,2,3,1029,0,409,-920.0,-940.0
Qualified,Event,005DtIhNjUqehYU9Ld,SDR,Sales,1,5,2,3,3,134,1,873,-132.0,-152.0
Open,Trade Show,005oNQqFKPLjEKAacs,SDR,Sales,1,7,5,2,6,834,1,298,-852.0,-863.0
Working,Web,005PsOTr02Fp2pwCFZ,BDR,Sales,1,4,3,1,1,1007,0,-315,-929.0,-956.0
Nurturing,Outbound,005N1Jj8umhbHxSPTH,SDR,Sales,1,2,0,2,0,40,1,-27,-1.0,-2.0
Working,Inbound,005qf3JcieWVjwiYd7,BDR,Sales,1,4,3,1,1,212,0,363,-111.0,-130.0
Open,Outbound,005Jf9CIg9lV3G32cG,BDR,Sales,1,6,5,1,3,742,1,251,-505.0,-511.0
Nurturing,Web,005PhLjKVjb9dOzZoL,AE,Sales,1,3,0,3,2,774,1,-477,-507.0,-514.0
Open,Trade Show,005dEsDKcaedNVmJU3,SDR,Sales,1,2,2,0,1,192,1,1195,798.0,777.0
Qualified,Trade Show,005SHkriY5Z0W9xzJS,BDR,Sales,1,3,2,1,1,525,0,-523,-505.0,-531.0
Open,Web,005xG5kruHOvgAC23A,BDR,Sales,1,6,3,3,3,780,1,-364,-730.0,-748.0
Nurturing,Partner Referral,005RYrmmC3EMzwluqj,BDR,Sales,1,3,3,0,1,1232,0,-872,-979.0,-987.0
Open,Outbound,005M1BnJPIeqHk8Nds,SDR,Sales,1,2,1,1,2,264,1,176,532.0,527.0
Nurturing,Outbound,005M1BnJPIeqHk8Nds,SDR,Sales,1,5,3,2,2,570,1,-130,-255.0,-273.0
Qualified,Partner Referral,005oTuswObpFtGANeE,SDR,Sales,1,6,4,2,3,101,0,86,69.0,41.0
Qualified,Trade Show,005U1SVjkIk2fyV5rw,SDR,Sales,1,0,0,0,0,493,1,-478,,
Working,Inbound,005lkDbq9IPSQ2U7zZ,BDR,Sales,1,3,0,3,0,1028,0,323,-1006.0,-1009.0
Qualified,Inbound,005lFrIUHPTHLXsJgY,BDR,Sales,1,5,2,3,2,573,0,199,-506.0,-512.0
Open,Partner Referral,005NgdXDnoq7n6eqfB,AE,Sales,1,1,0,1,0,801,1,-872,184.0,156.0
Nurturing,Web,005lwhmSG1MSOXLTAt,SDR,Sales,1,10,5,5,5,1366,0,-357,-1369.0,-1379.0
Nurturing,Partner Referral,0052yGgxi1v4hCqV4x,SDR,Sales,1,3,1,2,0,118,0,1063,-53.0,-66.0
Working,Inbound,0055j5PkhKrYKIRTRf,AE,Sales,1,2,2,0,0,609,0,-395,-453.0,-479.0
Qualified,Trade Show,005xi0Xi0wCwuciNbG,SDR,Sales,1,2,2,0,0,1329,1,94,-990.0,-1016.0
Qualified,Partner Referral,005N1Jj8umhbHxSPTH,SDR,Sales,1,3,2,1,1,88,1,-75,114.0,91.0
Open,Outbound,005w1rZfJkoRoaYcEo,BDR,Sales,1,2,1,1,1,149,1,1394,163.0,134.0
Qualified,Inbound,005o6FGxPqqWKpnCkp,AE,Sales,1,5,4,1,1,453,1,850,-457.0,-472.0
Open,Web,005ZmDANT8NxIwQSUH,BDR,Sales,1,2,1,1,0,1226,1,-1295,-176.0,-194.0
Nurturing,Web,005mtNZ6PjUxSYdipW,AE,Sales,1,4,2,2,3,1346,0,-799,-780.0,-798.0
Open,Partner Referral,005RMzHVKudpQtLAvV,SDR,Sales,1,6,4,2,2,1420,0,115,-919.0,-944.0
Nurturing,Web,005VxJy5mAR2JIiQzL,SDR,Sales,1,3,3,0,0,465,1,-324,-435.0,-457.0
Qualified,Outbound,005MwKfgdf4TfBF8Zg,AE,Sales,1,2,0,2,1,506,0,346,-329.0,-359.0
Nurturing,Trade Show,005iSUGFUqSTcmtbKs,SDR,Sales,1,4,2,2,0,375,0,450,-104.0,-134.0
Qualified,Partner Referral,00566La41L76C1ZyfL,SDR,Sales,1,6,3,3,3,900,1,549,-797.0,-809.0
Nurturing,Web,005GkgNJqeO2GW2jXH,SDR,Sales,1,6,5,1,2,1178,1,299,-529.0,-556.0
Open,Event,005SHkriY5Z0W9xzJS,BDR,Sales,1,2,2,0,2,1049,1,-1047,-633.0,-661.0
Working,Inbound,00536VT96AN7M9vHvw,BDR,Sales,1,5,2,3,2,943,0,-47,-811.0,-834.0
Working,Inbound,0055zd5SriKEc8WlTo,SDR,Sales,1,6,2,4,4,140,0,644,139.0,133.0
Nurturing,Partner Referral,005ATkmG7VSdpihf48,SDR,Sales,1,4,1,3,1,1381,0,-1191,-770.0,-787.0
Qualified,Partner Referral,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,3,2,1,1,287,0,575,57.0,56.0
Nurturing,Outbound,005qHaW3q8wb36uD9S,AE,Sales,1,2,1,1,0,956,1,189,-872.0,-883.0
Working,Trade Show,005U2hcHrNtlfF5gcz,BDR,Sales,1,2,1,1,1,1238,0,-1209,-1050.0,-1061.0
Qualified,Trade Show,005jkXdzjIn4FETZtu,AE,Sales,1,3,1,2,1,1000,1,-104,-931.0,-957.0
Nurturing,Trade Show,005gvWDGbO1EVmxn9m,AE,Sales,1,1,0,1,1,73,1,655,648.0,635.0
Qualified,Inbound,005a88RCsXNcc8P2XG,BDR,Sales,1,4,2,2,1,1321,1,-1,-1278.0,-1296.0
Nurturing,Partner Referral,005ZRAk3rxvD6mvf15,BDR,Sales,1,6,2,4,3,232,1,270,290.0,271.0
Nurturing,Outbound,005EhkAnpKcWuNovJ6,BDR,Sales,1,2,0,2,0,1071,0,-312,-386.0,-399.0
Nurturing,Event,005U1SVjkIk2fyV5rw,SDR,Sales,1,3,1,2,1,333,1,-318,198.0,171.0
Open,Outbound,005mm9vtHx0K9TGlB7,SDR,Sales,1,1,1,0,1,204,1,350,470.0,468.0
Open,Inbound,005oyndEH15fmiBogk,AE,Sales,1,4,2,2,0,1284,0,-873,-734.0,-743.0
Working,Trade Show,005eP2OT2tJzd6Dja9,BDR,Sales,1,5,3,2,4,1219,1,-450,-1195.0,-1218.0
Qualified,Partner Referral,005XY8kCmJrc8XXcwE,BDR,Sales,1,3,0,3,1,769,0,322,-126.0,-144.0
Nurturing,Trade Show,005UmJEIRnoljtUYmh,BDR,Sales,1,1,1,0,0,531,1,-12,414.0,387.0
Qualified,Inbound,005egJ9DcGz51VtFgp,AE,Sales,1,3,2,1,1,434,1,-165,-128.0,-157.0
Nurturing,Event,005chtXE6kHD1j5gMk,BDR,Sales,1,5,3,2,3,1151,0,-136,-753.0,-764.0
Working,Outbound,005SzPtEFRJYtyoJvY,BDR,Sales,1,4,2,2,0,736,1,-172,-644.0,-663.0
Open,Inbound,005XY8kCmJrc8XXcwE,BDR,Sales,1,1,1,0,0,1389,1,-298,-945.0,-974.0
Qualified,Event,005oTuswObpFtGANeE,SDR,Sales,1,4,2,2,1,1281,1,-1094,-618.0,-640.0
Qualified,Trade Show,005aABhuRiSBg0srbz,SDR,Sales,1,4,2,2,0,278,0,5,-187.0,-197.0
Qualified,Event,005mYnZlHWW2dnL0rt,BDR,Sales,1,3,1,2,3,867,0,688,-467.0,-475.0
Open,Trade Show,005bRaTeyEXQ8Puofm,BDR,Sales,1,3,0,3,1,423,0,755,-229.0,-238.0
Nurturing,Trade Show,005lFrIUHPTHLXsJgY,BDR,Sales,1,3,0,3,0,1365,0,-593,-799.0,-816.0
Open,Inbound,005GITA8ZV1nYz3VcV,BDR,Sales,1,4,2,2,2,304,1,493,-43.0,-54.0
Nurturing,Outbound,005lECbWsEiD75E7eC,SDR,Sales,1,1,0,1,0,259,1,244,-108.0,-114.0
Nurturing,Web,005PsOTr02Fp2pwCFZ,BDR,Sales,1,2,1,1,1,1146,1,-454,-780.0,-806.0
Nurturing,Web,005zWOoMnQrwuxqr1I,SDR,Sales,1,6,5,1,1,276,0,926,-260.0,-289.0
Nurturing,Trade Show,005NhmgMvZSpDy5y9P,BDR,Sales,1,2,1,1,0,186,0,743,268.0,265.0
Nurturing,Inbound,005GITA8ZV1nYz3VcV,BDR,Sales,1,3,1,2,0,755,0,42,-762.0,-777.0
Nurturing,Outbound,005BLRswT6VWAL3Jkq,BDR,Sales,1,2,0,2,0,780,1,-44,-456.0,-485.0
Qualified,Trade Show,005GmCcmrt3DPvCZcO,BDR,Sales,1,6,4,2,0,671,1,350,-556.0,-583.0
Open,Trade Show,005lWDDSfm41preSiA,SDR,Sales,1,6,1,5,3,535,0,1116,-460.0,-477.0
Working,Event,0052vuTGNhPaf9DJtR,SDR,Sales,1,2,2,0,0,1432,1,-1326,-806.0,-826.0
Qualified,Inbound,005aABhuRiSBg0srbz,SDR,Sales,1,3,1,2,1,612,0,-329,-577.0,-594.0
Qualified,Inbound,005H18uJWTVdyNheWe,BDR,Sales,1,5,2,3,3,1382,1,-1267,-1049.0,-1058.0
Open,Partner Referral,005XY6JL792Cjz6tvp,BDR,Sales,1,6,4,2,1,406,0,368,-353.0,-379.0
Nurturing,Trade Show,00512E80qDwAaI1oOE,SDR,Sales,1,4,3,1,1,122,1,1242,337.0,330.0
Qualified,Inbound,005ZhFZ3TvVOVxKEgo,SDR,Sales,1,6,4,2,2,510,1,-361,-470.0,-481.0
Nurturing,Partner Referral,005T3CcQW30Fc3HxzP,BDR,Sales,1,3,1,2,0,307,1,38,362.0,350.0
Nurturing,Event,005iRmiKUtSSkR82g5,BDR,Sales,1,2,0,2,1,716,1,591,-90.0,-110.0
Working,Trade Show,005DtIhNjUqehYU9Ld,SDR,Sales,1,6,4,2,4,753,0,254,-721.0,-734.0
Working,Web,005ZRAk3rxvD6mvf15,BDR,Sales,1,3,2,1,1,641,1,-139,410.0,396.0
Working,Inbound,00552has5XdvFlGgIo,SDR,Sales,1,8,3,5,3,1261,1,334,-1092.0,-1120.0
Nurturing,Outbound,005GmCcmrt3DPvCZcO,BDR,Sales,1,6,3,3,3,949,0,72,-973.0,-975.0
Nurturing,Partner Referral,005gvRs74Xd8fUlA3x,BDR,Sales,1,0,0,0,0,1338,1,312,,
Open,Web,005ygjBY3eCoYXQvBW,SDR,Sales,1,2,1,1,2,784,1,746,-515.0,-522.0
Open,Inbound,005H18uJWTVdyNheWe,BDR,Sales,1,2,1,1,0,1267,1,-1152,-1232.0,-1240.0
Open,Event,005GBFWjFmmyU3YASa,BDR,Sales,1,3,2,1,1,339,0,371,-230.0,-255.0
Nurturing,Trade Show,005mBDyVPIykNE1wjN,AE,Sales,1,6,3,3,3,23,0,1093,44.0,34.0
Nurturing,Event,005Sq8Z0wjCdFUQUHx,SDR,Sales,1,3,2,1,0,173,1,570,418.0,416.0
Nurturing,Inbound,0052yGgxi1v4hCqV4x,SDR,Sales,1,4,2,2,1,473,0,708,-344.0,-361.0
Working,Event,005dEsDKcaedNVmJU3,SDR,Sales,1,3,1,2,1,181,1,1206,443.0,427.0
Open,Partner Referral,005r8kcdxSxYgha9K0,SDR,Sales,1,6,6,0,2,1425,0,-1101,-1440.0,-1444.0
Open,Inbound,00566La41L76C1ZyfL,SDR,Sales,1,4,3,1,3,67,0,1382,55.0,54.0
Qualified,Trade Show,005k1Pfjp8rVQw0f9u,BDR,Sales,1,7,2,5,3,133,0,1097,-122.0,-148.0
Open,Inbound,005lkDbq9IPSQ2U7zZ,BDR,Sales,1,4,2,2,0,1311,1,40,-1226.0,-1239.0
Qualified,Web,005EecxXglGcgO8nCu,AE,Sales,1,1,1,0,0,1228,1,292,-313.0,-322.0
Working,Event,005FmC4bvUmQBFO9r1,BDR,Sales,1,5,5,0,0,894,1,784,-846.0,-852.0
Open,Inbound,005g4fdGzuew1U6NXU,SDR,Sales,1,6,3,3,5,1209,0,-446,-1158.0,-1184.0
Working,Web,005voBFvhNYadVKXTu,BDR,Sales,1,3,1,2,1,271,1,309,392.0,381.0
Nurturing,Partner Referral,005U2hcHrNtlfF5gcz,BDR,Sales,1,1,0,1,0,1264,0,-1235,-1221.0,-1224.0
Nurturing,Event,005SbAnWPkaLqqFhXE,AE,Sales,1,5,4,1,1,1158,1,-165,-1109.0,-1111.0
Nurturing,Event,005zQVR4ms4RjAh8MF,BDR,Sales,1,6,3,3,0,279,1,131,-281.0,-292.0
Qualified,Trade Show,005kYbLfois6p7LjKf,SDR,Sales,1,2,0,2,0,492,1,15,-2.0,-11.0
Qualified,Partner Referral,005XY6JL792Cjz6tvp,BDR,Sales,1,2,1,1,1,1383,0,-609,-428.0,-449.0
Qualified,Partner Referral,005lwhmSG1MSOXLTAt,SDR,Sales,1,0,0,0,0,913,0,96,,
Working,Inbound,005dEsDKcaedNVmJU3,SDR,Sales,1,5,2,3,4,815,1,572,-393.0,-408.0
Open,Event,005kGz3iLXUMdHQq3f,SDR,Sales,1,2,1,1,0,1302,0,-306,-938.0,-953.0
Qualified,Trade Show,0053WZIwXgjGUPdHRc,SDR,Sales,1,4,2,2,2,1389,1,-966,-823.0,-826.0
Nurturing,Trade Show,005ZRAk3rxvD6mvf15,BDR,Sales,1,1,0,1,1,16,1,486,1414.0,1385.0
Nurturing,Outbound,005oy1dBH72KcdA9bM,SDR,Sales,1,9,3,6,5,422,1,904,-385.0,-408.0
Nurturing,Partner Referral,0052vuTGNhPaf9DJtR,SDR,Sales,1,6,3,3,2,1124,0,-1018,-631.0,-633.0
Qualified,Outbound,005A7aBOiWo1s4A8VA,BDR,Sales,1,2,2,0,1,752,0,718,-421.0,-432.0
Nurturing,Inbound,005ZRAk3rxvD6mvf15,BDR,Sales,1,2,2,0,0,774,0,-272,-227.0,-246.0
Nurturing,Outbound,005U1cnD3W8AfIM0Y9,BDR,Sales,1,2,1,1,0,1431,1,-365,-543.0,-548.0
Nurturing,Trade Show,005ON53s4keRC7Er7R,AE,Sales,1,2,2,0,0,662,1,366,-321.0,-343.0
Working,Trade Show,005uJa3pJEeyQVnsZp,BDR,Sales,1,2,0,2,0,493,0,-413,-456.0,-480.0
Nurturing,Partner Referral,005GBFWjFmmyU3YASa,BDR,Sales,1,2,0,2,0,605,1,105,66.0,48.0
Open,Inbound,005lECbWsEiD75E7eC,SDR,Sales,1,1,1,0,1,374,1,129,317.0,308.0
Working,Trade Show,005Pa6uUR0EkXHgr5D,AE,Sales,1,4,2,2,1,794,0,-511,-781.0,-793.0
Working,Web,0052vuTGNhPaf9DJtR,SDR,Sales,1,6,3,3,1,560,0,-454,54.0,40.0
Open,Web,005Cu36WnbRoy8DEqo,SDR,Sales,1,8,3,5,2,849,0,-102,-724.0,-726.0
Working,Trade Show,0059wV9ybGAGQOgvhj,BDR,Sales,1,3,2,1,2,871,1,233,20.0,16.0
Working,Event,005k1Pfjp8rVQw0f9u,BDR,Sales,1,2,1,1,2,1244,1,-14,-248.0,-272.0
Working,Web,005CS61es1IwtecnA5,SDR,Sales,1,6,2,4,3,275,1,-197,-40.0,-70.0
Qualified,Trade Show,005MwKfgdf4TfBF8Zg,AE,Sales,1,1,1,0,0,48,0,804,946.0,917.0
Qualified,Trade Show,005CS61es1IwtecnA5,SDR,Sales,1,3,2,1,0,151,0,-73,925.0,907.0
Nurturing,Partner Referral,005gvRs74Xd8fUlA3x,BDR,Sales,1,6,2,4,4,502,0,1148,-495.0,-518.0
Open,Trade Show,005tRa1eePdjJYM6mg,BDR,Sales,1,3,1,2,2,480,1,964,-181.0,-182.0
Working,Outbound,005zWOoMnQrwuxqr1I,SDR,Sales,1,4,2,2,1,1193,0,9,-1008.0,-1032.0
Working,Trade Show,005scUETCztHB2VpGr,SDR,Sales,1,7,5,2,0,811,0,743,-770.0,-795.0
Qualified,Inbound,005PcnSwvycOiPT9zy,SDR,Sales,1,3,2,1,3,122,0,754,225.0,208.0
Open,Partner Referral,005FA8TcXwRGIFLbcj,SDR,Sales,1,6,2,4,2,905,1,147,-785.0,-801.0
Qualified,Event,00574uwHCzqanx744B,AE,Sales,1,4,0,4,1,574,0,-166,-344.0,-350.0
Open,Web,005mzHykyCWibqXEgp,BDR,Sales,1,2,1,1,1,97,1,517,615.0,602.0
Nurturing,Trade Show,005ZRAk3rxvD6mvf15,BDR,Sales,1,1,1,0,0,1452,1,-950,-610.0,-617.0
Working,Event,0055pWDZRM9H820dFq,SDR,Sales,1,6,5,1,2,1133,1,-783,-996.0,-1011.0
Working,Trade Show,005M5xWWu90p0JPGJQ,BDR,Sales,1,4,4,0,2,148,1,172,97.0,79.0
Qualified,Web,005xQtcNnSs6fMHI2E,AE,Sales,1,8,4,4,4,1283,0,-442,-921.0,-934.0
Qualified,Trade Show,005EhkAnpKcWuNovJ6,BDR,Sales,1,1,0,1,0,109,1,650,786.0,783.0
Working,Inbound,005tRa1eePdjJYM6mg,BDR,Sales,1,2,0,2,1,931,1,513,-784.0,-811.0
Open,Web,005dKuyWKIuifL64ip,BDR,Sales,1,1,0,1,1,1417,0,-1381,-59.0,-75.0
Working,Partner Referral,005mbGysH2pp4xju3N,SDR,Sales,1,2,2,0,1,559,1,237,-203.0,-229.0
Nurturing,Inbound,005iRmiKUtSSkR82g5,BDR,Sales,1,3,1,2,0,675,0,632,-629.0,-645.0
Open,Outbound,005H18uJWTVdyNheWe,BDR,Sales,1,2,1,1,1,1099,1,-984,-429.0,-433.0
Open,Event,005oy1dBH72KcdA9bM,SDR,Sales,1,3,1,2,0,1221,1,105,-783.0,-813.0
Working,Outbound,005oy1dBH72KcdA9bM,SDR,Sales,1,4,0,4,1,198,1,1128,54.0,35.0
Qualified,Inbound,005zQVR4ms4RjAh8MF,BDR,Sales,1,4,4,0,1,571,0,-161,-22.0,-42.0
Nurturing,Web,005zWOoMnQrwuxqr1I,SDR,Sales,1,1,0,1,0,61,1,1141,11.0,5.0
Working,Web,005XZUpRP9HBvLfhY6,BDR,Sales,1,1,1,0,1,1328,1,-262,-483.0,-490.0
Working,Web,005Iyi4Xhg6R1KQ608,SDR,Sales,1,4,2,2,1,796,0,106,-673.0,-694.0
Nurturing,Inbound,005C9ZE4d3Sx2TUFjd,AE,Sales,1,3,1,2,1,53,1,-121,267.0,248.0
Qualified,Web,005SW3xD3pVRHzXb4Z,SDR,Sales,1,2,1,1,2,1295,0,143,-1183.0,-1209.0
Working,Event,005mYnZlHWW2dnL0rt,BDR,Sales,1,3,2,1,1,386,0,1169,-154.0,-169.0
Open,Web,005a88RCsXNcc8P2XG,BDR,Sales,1,4,2,2,2,1252,0,68,-1237.0,-1267.0
Open,Event,005A7aBOiWo1s4A8VA,BDR,Sales,1,9,4,5,1,672,0,798,-696.0,-703.0
Working,Trade Show,005ZmDANT8NxIwQSUH,BDR,Sales,1,6,4,2,2,528,0,-597,-383.0,-413.0
Open,Web,005YgcwjR0nrnHIGZX,SDR,Sales,1,3,2,1,1,349,0,1194,-205.0,-222.0
Qualified,Web,005PcnSwvycOiPT9zy,SDR,Sales,1,3,2,1,1,374,1,502,76.0,66.0
Qualified,Trade Show,005YJKL1sxnz5KucCa,SDR,Sales,1,5,2,3,2,672,0,-10,-614.0,-635.0
Open,Outbound,005Zig763saiCy9Xs5,BDR,Sales,1,0,0,0,0,1310,1,269,,
Nurturing,Event,005F4DJKwnDrFRcqbf,BDR,Sales,1,2,0,2,0,1350,0,-191,-1181.0,-1190.0
Nurturing,Event,005DtIhNjUqehYU9Ld,SDR,Sales,1,3,2,1,0,168,0,839,4.0,-13.0
Open,Event,005oy1dBH72KcdA9bM,SDR,Sales,1,3,1,2,0,107,1,1219,781.0,766.0
Nurturing,Outbound,005qhOaTRDj8l4v6Lo,SDR,Sales,1,2,0,2,0,1124,0,182,-832.0,-860.0
Qualified,Event,005FW7cpQveNM0iR7j,SDR,Sales,1,3,2,1,1,625,1,716,-281.0,-300.0
Qualified,Web,005voBFvhNYadVKXTu,BDR,Sales,1,2,0,2,1,1244,0,-664,-716.0,-742.0
Nurturing,Trade Show,005T3CcQW30Fc3HxzP,BDR,Sales,1,3,2,1,0,585,0,-240,-447.0,-453.0
Working,Partner Referral,005bo0fFeWaVUqG2KV,SDR,Sales,1,5,2,3,3,1357,1,-598,-1241.0,-1260.0
Qualified,Trade Show,005GkgNJqeO2GW2jXH,SDR,Sales,1,4,2,2,2,71,1,1406,270.0,259.0
Qualified,Partner Referral,005vvizm5OfORbfBYV,SDR,Sales,1,2,2,0,0,1253,0,32,-185.0,-196.0
Open,Trade Show,005IAWyyPlUBLQDIva,SDR,Sales,1,2,1,1,0,147,0,846,-56.0,-62.0
Open,Partner Referral,005oyndEH15fmiBogk,AE,Sales,1,2,1,1,0,484,1,-73,173.0,149.0
Working,Event,005N1Jj8umhbHxSPTH,SDR,Sales,1,3,2,1,1,543,0,-530,-331.0,-356.0
Working,Outbound,005Fg6NzJiUZlow1pr,BDR,Sales,1,4,3,1,1,1175,1,58,-1180.0,-1206.0
Open,Inbound,005YgcwjR0nrnHIGZX,SDR,Sales,1,6,4,2,1,219,0,1324,112.0,95.0
Qualified,Trade Show,005g1giftkTe0BXVrH,AE,Sales,1,5,4,1,2,727,0,42,-404.0,-418.0
Working,Inbound,005I4QuXwZXCZDkjMX,AE,Sales,1,3,3,0,1,472,0,577,-278.0,-291.0
Open,Inbound,005mbGysH2pp4xju3N,SDR,Sales,1,3,1,2,1,307,0,489,366.0,357.0
Working,Event,005TK374RFpXQFXq5p,AE,Sales,1,2,0,2,1,1340,1,-1086,-1267.0,-1287.0
Open,Trade Show,0053WZIwXgjGUPdHRc,SDR,Sales,1,4,0,4,2,1392,1,-969,-668.0,-671.0
Qualified,Partner Referral,005gXBXTL8NV8xfMOI,BDR,Sales,1,4,0,4,2,368,0,-135,-59.0,-68.0
Working,Trade Show,005MwKfgdf4TfBF8Zg,AE,Sales,1,4,2,2,2,444,1,408,-391.0,-395.0
Nurturing,Web,005eDoAsKFf2bpyVk2,BDR,Sales,1,0,0,0,0,1293,1,-1182,,
Qualified,Event,005Ozb2jx0nnrpjBm7,SDR,Sales,1,2,0,2,1,941,0,322,-473.0,-501.0
Qualified,Inbound,005nz6ixedb0ulRU2P,BDR,Sales,1,1,1,0,0,435,1,1182,1039.0,1021.0
Nurturing,Web,005FW7cpQveNM0iR7j,SDR,Sales,1,1,0,1,0,834,1,507,-296.0,-320.0
Working,Event,005KXIvx3Ru4Hx5BVz,SDR,Sales,1,3,2,1,1,313,1,482,-106.0,-108.0
Qualified,Trade Show,005mm9vtHx0K9TGlB7,SDR,Sales,1,3,1,2,1,838,1,-284,-721.0,-749.0
Open,Inbound,005xi0Xi0wCwuciNbG,SDR,Sales,1,4,4,0,2,954,0,469,-636.0,-662.0
Open,Partner Referral,005VxJy5mAR2JIiQzL,SDR,Sales,1,0,0,0,0,622,1,-481,,
Qualified,Trade Show,005CS61es1IwtecnA5,SDR,Sales,1,4,2,2,1,1118,0,-1040,-962.0,-976.0
Open,Web,005a88RCsXNcc8P2XG,BDR,Sales,1,4,2,2,3,33,0,1287,-19.0,-46.0
Qualified,Trade Show,005bRaTeyEXQ8Puofm,BDR,Sales,1,0,0,0,0,688,0,490,,
Working,Trade Show,0055zd5SriKEc8WlTo,SDR,Sales,1,7,3,4,2,364,0,420,66.0,49.0
Nurturing,Event,0053WZIwXgjGUPdHRc,SDR,Sales,1,0,0,0,0,180,1,243,,
Qualified,Event,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,4,2,2,0,1043,1,-181,-776.0,-788.0
Qualified,Web,005KXIvx3Ru4Hx5BVz,SDR,Sales,1,4,2,2,2,403,0,392,-110.0,-126.0
Nurturing,Web,005ZgXPYFXOBU7G1tp,BDR,Sales,1,1,0,1,0,1312,0,-710,-402.0,-431.0
Qualified,Partner Referral,005zQVR4ms4RjAh8MF,BDR,Sales,1,3,1,2,0,155,1,255,-122.0,-131.0
Nurturing,Web,005lECbWsEiD75E7eC,SDR,Sales,1,5,3,2,3,236,0,267,-241.0,-256.0
Open,Inbound,005IAWyyPlUBLQDIva,SDR,Sales,1,3,2,1,1,297,0,696,-44.0,-60.0
Open,Inbound,005OHuMUHvi8wsLMNv,SDR,Sales,1,6,4,2,1,1031,1,-124,-787.0,-816.0
Qualified,Trade Show,005ZhFZ3TvVOVxKEgo,SDR,Sales,1,2,1,1,0,324,0,-175,-301.0,-325.0
Qualified,Partner Referral,005EF1FFbGvvXzIjDl,SDR,Sales,1,0,0,0,0,1058,1,8,,
Qualified,Partner Referral,005U1cnD3W8AfIM0Y9,BDR,Sales,1,6,3,3,2,637,1,429,-325.0,-329.0
Open,Event,005ON53s4keRC7Er7R,AE,Sales,1,3,1,2,2,1243,0,-215,-939.0,-958.0
Qualified,Outbound,0055zd5SriKEc8WlTo,SDR,Sales,1,7,2,5,2,1243,0,-459,-1033.0,-1056.0
Working,Web,005ZRAk3rxvD6mvf15,BDR,Sales,1,4,1,3,1,1121,1,-619,-898.0,-925.0
Qualified,Outbound,005vqvLHAtIsAKf8Wh,AE,Sales,1,4,2,2,1,928,0,47,-211.0,-223.0
Working,Event,005RMzHVKudpQtLAvV,SDR,Sales,1,5,3,2,1,595,0,940,-108.0,-138.0
Nurturing,Inbound,005r9q3iIp3WHLiZhI,SDR,Sales,1,7,2,5,2,1145,1,261,-1077.0,-1105.0
