status,lead_source,owner_role,owner_department,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,lead_is_converted
Open,Partner Referral,AE,Sales,1,0,1,0,816,177,-236.0,-256.0,1
Open,Inbound,BDR,Sales,7,3,4,2,1026,-33,-1034.0,-1055.0,0
Working,Trade Show,SDR,Sales,5,3,2,1,1165,-937,-1038.0,-1047.0,1
Working,Outbound,BDR,Sales,1,0,1,0,543,204,-26.0,-38.0,1
Working,Inbound,BDR,Sales,2,1,1,0,452,726,-71.0,-99.0,0
Working,Event,SDR,Sales,4,2,2,2,1349,-842,-1287.0,-1298.0,0
Nurturing,Event,BDR,Sales,4,2,2,1,1019,-904,-599.0,-612.0,1
Qualified,Outbound,BDR,Sales,0,0,0,0,54,1490,,,0
Nurturing,Outbound,SDR,Sales,3,0,3,2,1282,-1194,-1045.0,-1049.0,0
Working,Inbound,SDR,Sales,4,2,2,1,63,-50,-19.0,-37.0,1
Qualified,Trade Show,SDR,Sales,4,1,3,3,572,568,-411.0,-438.0,1
Working,Inbound,BDR,Sales,3,3,0,2,963,-349,-957.0,-961.0,1
Qualified,Trade Show,BDR,Sales,2,1,1,2,861,-259,-178.0,-194.0,0
Nurturing,Partner Referral,BDR,Sales,2,1,1,0,372,694,467.0,452.0,1
Open,Web,SDR,Sales,2,2,0,0,1018,-275,-967.0,-997.0,1
Open,Web,AE,Sales,5,4,1,4,1360,-1091,-1122.0,-1149.0,0
Nurturing,Web,SDR,Sales,1,0,1,0,1121,-114,-5.0,-12.0,0
Working,Event,SDR,Sales,5,2,3,3,44,105,345.0,319.0,0
Qualified,Web,SDR,Sales,2,0,2,2,492,-405,-381.0,-411.0,1
Working,Inbound,SDR,Sales,2,2,0,1,25,681,-24.0,-42.0,1
Qualified,Partner Referral,SDR,Sales,8,5,3,1,1279,-856,-1150.0,-1176.0,1
Working,Partner Referral,SDR,Sales,1,0,1,0,825,-318,24.0,21.0,1
Qualified,Event,SDR,Sales,2,0,2,1,426,961,-434.0,-452.0,0
Working,Web,SDR,Sales,1,0,1,0,866,315,-25.0,-46.0,1
Open,Trade Show,AE,Sales,5,4,1,1,1054,-861,-887.0,-905.0,0
Nurturing,Outbound,BDR,Sales,3,1,2,2,518,497,330.0,309.0,1
Nurturing,Trade Show,BDR,Sales,1,0,1,0,775,683,111.0,107.0,0
Nurturing,Trade Show,AE,Sales,3,2,1,2,142,418,580.0,567.0,1
Nurturing,Web,BDR,Sales,2,2,0,1,1141,-367,-162.0,-183.0,0
Working,Web,SDR,Sales,5,3,2,2,1400,-1075,-1399.0,-1429.0,0
Working,Trade Show,BDR,Sales,4,3,1,1,1351,-173,-408.0,-436.0,0
Qualified,Outbound,SDR,Sales,10,5,5,5,1301,-1111,-1254.0,-1263.0,1
Qualified,Inbound,BDR,Sales,4,1,3,3,1114,421,-1108.0,-1109.0,1
Working,Event,AE,Sales,4,0,4,2,1350,6,-1092.0,-1095.0,0
Open,Partner Referral,SDR,Sales,1,0,1,0,394,-307,231.0,224.0,1
Working,Inbound,SDR,Sales,2,2,0,2,747,-659,222.0,215.0,1
Working,Partner Referral,BDR,Sales,3,0,3,1,1141,-796,-774.0,-803.0,1
Qualified,Outbound,SDR,Sales,6,3,3,3,505,279,-196.0,-216.0,0
Working,Web,SDR,Sales,6,3,3,0,17,780,296.0,267.0,1
Open,Outbound,AE,Sales,5,2,3,0,416,-183,-270.0,-296.0,0
Nurturing,Partner Referral,SDR,Sales,3,0,3,3,82,702,672.0,648.0,1
Working,Event,BDR,Sales,3,0,3,1,1292,-62,-993.0,-999.0,1
Qualified,Trade Show,BDR,Sales,5,3,2,1,481,540,-78.0,-93.0,1
Open,Partner Referral,AE,Sales,3,2,1,1,709,783,-422.0,-446.0,0
Qualified,Trade Show,AE,Sales,3,2,1,1,958,-562,-548.0,-573.0,0
Open,Outbound,AE,Sales,5,3,2,2,53,-121,57.0,52.0,1
Open,Event,SDR,Sales,2,1,1,0,1228,57,-641.0,-671.0,0
Qualified,Inbound,SDR,Sales,3,1,2,0,818,620,-822.0,-838.0,1
Working,Partner Referral,SDR,Sales,3,2,1,0,1059,247,-624.0,-648.0,1
Qualified,Event,BDR,Sales,2,2,0,2,709,-729,142.0,130.0,1
Open,Web,SDR,Sales,5,3,2,1,334,1209,178.0,157.0,0
Nurturing,Event,SDR,Sales,3,1,2,0,1,796,239.0,238.0,1
Qualified,Partner Referral,BDR,Sales,4,2,2,2,651,146,-521.0,-551.0,1
Qualified,Partner Referral,BDR,Sales,0,0,0,0,481,512,,,1
Working,Partner Referral,AE,Sales,3,2,1,0,509,825,-25.0,-52.0,0
Working,Trade Show,BDR,Sales,6,2,4,2,1202,-857,-971.0,-975.0,1
Nurturing,Partner Referral,SDR,Sales,5,1,4,2,1355,-848,-1269.0,-1291.0,1
Qualified,Partner Referral,BDR,Sales,5,2,3,1,1354,-644,-857.0,-860.0,0
Working,Outbound,AE,Sales,2,1,1,1,1187,-666,-653.0,-679.0,0
Qualified,Partner Referral,BDR,Sales,6,3,3,0,345,-343,-340.0,-341.0,1
Qualified,Web,BDR,Sales,5,4,1,1,1287,-1258,-1160.0,-1166.0,1
Open,Event,SDR,Sales,5,1,4,4,1053,-966,-948.0,-957.0,1
Nurturing,Trade Show,SDR,Sales,3,2,1,1,1401,129,-694.0,-713.0,0
Qualified,Trade Show,BDR,Sales,1,0,1,0,1224,-1195,237.0,236.0,1
Open,Outbound,SDR,Sales,4,0,4,2,197,943,-183.0,-199.0,0
Working,Event,BDR,Sales,4,0,4,3,1234,383,-1201.0,-1203.0,1
Nurturing,Outbound,SDR,Sales,7,3,4,3,577,810,-589.0,-596.0,1
Working,Outbound,SDR,Sales,2,1,1,1,1205,-977,-610.0,-619.0,0
Working,Partner Referral,SDR,Sales,4,3,1,1,1287,-294,-801.0,-802.0,0
Open,Event,BDR,Sales,14,9,5,4,298,1053,-203.0,-211.0,1
Qualified,Inbound,SDR,Sales,6,4,2,3,723,284,-165.0,-178.0,0
Nurturing,Inbound,SDR,Sales,6,6,0,2,876,31,-846.0,-851.0,0
Open,Inbound,BDR,Sales,2,1,1,0,515,-214,-96.0,-108.0,0
Open,Outbound,BDR,Sales,5,3,2,2,879,351,-406.0,-433.0,1
Working,Trade Show,SDR,Sales,0,0,0,0,77,975,,,1
Working,Trade Show,BDR,Sales,4,2,2,1,84,690,17.0,5.0,0
Nurturing,Inbound,AE,Sales,5,1,4,0,353,1068,-119.0,-124.0,1
Qualified,Inbound,SDR,Sales,5,4,1,1,117,1360,-137.0,-144.0,1
Nurturing,Web,BDR,Sales,6,3,3,3,647,586,-292.0,-302.0,0
Qualified,Web,SDR,Sales,3,2,1,0,939,-142,-749.0,-768.0,1
Working,Web,SDR,Sales,4,0,4,3,420,-192,-378.0,-401.0,0
Qualified,Event,BDR,Sales,3,1,2,1,1307,-987,-963.0,-981.0,0
Working,Event,AE,Sales,8,5,3,4,978,378,-972.0,-993.0,0
Nurturing,Inbound,BDR,Sales,5,2,3,0,1305,-1004,-1158.0,-1183.0,0
Open,Event,SDR,Sales,2,1,1,2,575,-497,-552.0,-571.0,1
Qualified,Partner Referral,BDR,Sales,3,2,1,0,1109,-625,-868.0,-874.0,0
Working,Partner Referral,BDR,Sales,3,1,2,0,1179,265,-895.0,-901.0,1
Qualified,Outbound,BDR,Sales,2,2,0,1,476,8,-130.0,-159.0,0
Nurturing,Trade Show,SDR,Sales,3,1,2,1,97,326,162.0,147.0,1
Qualified,Inbound,AE,Sales,6,4,2,3,627,-698,-567.0,-584.0,0
Working,Partner Referral,SDR,Sales,2,1,1,0,745,2,-227.0,-237.0,0
Open,Inbound,BDR,Sales,4,3,1,2,1284,-935,-1121.0,-1124.0,0
Qualified,Event,SDR,Sales,4,2,2,0,1221,-871,-805.0,-824.0,1
Open,Web,SDR,Sales,1,0,1,0,837,-822,-760.0,-790.0,0
Qualified,Event,SDR,Sales,5,1,4,2,512,-89,-512.0,-542.0,1
Open,Inbound,BDR,Sales,3,1,2,1,1223,-132,-1027.0,-1029.0,0
Nurturing,Event,SDR,Sales,2,1,1,1,656,-643,-215.0,-232.0,1
Working,Trade Show,SDR,Sales,2,1,1,0,666,-226,159.0,129.0,0
Nurturing,Inbound,SDR,Sales,4,2,2,1,666,40,-512.0,-535.0,0
Working,Web,BDR,Sales,2,1,1,0,1153,-387,-777.0,-793.0,0
Open,Event,BDR,Sales,3,2,1,1,478,451,-422.0,-432.0,1
Open,Inbound,BDR,Sales,5,0,5,1,877,-141,-578.0,-605.0,0
Qualified,Outbound,SDR,Sales,2,0,2,0,778,-453,-692.0,-704.0,1
Open,Trade Show,SDR,Sales,3,1,2,0,378,381,-285.0,-308.0,1
Open,Outbound,BDR,Sales,3,1,2,1,1445,13,-736.0,-748.0,1
Nurturing,Partner Referral,BDR,Sales,6,3,3,2,1222,-475,-985.0,-1010.0,1
Nurturing,Event,BDR,Sales,1,0,1,0,548,211,-419.0,-437.0,0
Open,Partner Referral,BDR,Sales,5,0,5,3,1171,-761,-947.0,-959.0,1
Qualified,Trade Show,BDR,Sales,2,0,2,1,1256,-840,-566.0,-596.0,0
Open,Trade Show,SDR,Sales,6,2,4,3,1054,127,-1060.0,-1062.0,0
Qualified,Partner Referral,BDR,Sales,4,2,2,2,1351,-118,-1101.0,-1125.0,1
Qualified,Web,BDR,Sales,5,3,2,3,704,-589,-226.0,-228.0,1
Nurturing,Event,BDR,Sales,5,3,2,2,299,-297,514.0,500.0,1
Open,Event,BDR,Sales,1,0,1,0,713,201,705.0,699.0,0
Nurturing,Trade Show,SDR,Sales,1,0,1,1,764,-536,-92.0,-101.0,0
Open,Event,AE,Sales,4,2,2,0,287,821,-8.0,-28.0,1
Nurturing,Web,BDR,Sales,4,2,2,0,480,-79,-193.0,-209.0,1
Nurturing,Partner Referral,AE,Sales,4,2,2,1,624,679,-163.0,-176.0,0
Qualified,Outbound,BDR,Sales,1,0,1,1,1438,-1137,-898.0,-915.0,1
Working,Web,BDR,Sales,1,1,0,0,471,143,-404.0,-415.0,1
Nurturing,Web,BDR,Sales,4,2,2,2,904,566,-430.0,-439.0,1
Open,Partner Referral,BDR,Sales,3,0,3,1,1224,-879,-905.0,-915.0,1
Nurturing,Web,BDR,Sales,2,1,1,2,668,431,337.0,323.0,1
Working,Trade Show,SDR,Sales,6,1,5,2,658,840,-458.0,-465.0,1
Nurturing,Outbound,SDR,Sales,7,2,5,2,218,1336,235.0,205.0,0
Nurturing,Partner Referral,SDR,Sales,4,3,1,2,900,96,-846.0,-870.0,0
Open,Web,SDR,Sales,3,3,0,1,905,297,-830.0,-848.0,1
Working,Outbound,SDR,Sales,2,0,2,0,935,267,200.0,172.0,1
Open,Inbound,BDR,Sales,4,2,2,3,1402,68,-1082.0,-1097.0,0
Open,Outbound,SDR,Sales,2,0,2,1,775,876,-504.0,-532.0,0
Qualified,Event,SDR,Sales,4,0,4,1,1375,-1025,-1099.0,-1111.0,1
Open,Outbound,SDR,Sales,5,4,1,3,793,858,-721.0,-723.0,0
Nurturing,Outbound,SDR,Sales,6,3,3,1,121,204,-47.0,-72.0,0
Open,Partner Referral,BDR,Sales,6,3,3,1,1317,-551,-1296.0,-1321.0,1
Working,Web,BDR,Sales,3,1,2,2,1433,-126,-1107.0,-1129.0,1
Qualified,Inbound,BDR,Sales,5,2,3,1,47,663,29.0,20.0,0
Working,Trade Show,AE,Sales,1,1,0,1,1308,75,-372.0,-381.0,1
Open,Inbound,BDR,Sales,2,0,2,1,212,1246,-136.0,-141.0,1
Qualified,Event,BDR,Sales,3,1,2,1,1266,-921,-1009.0,-1018.0,0
Qualified,Partner Referral,SDR,Sales,4,1,3,1,1278,-592,-719.0,-747.0,0
Nurturing,Trade Show,BDR,Sales,7,6,1,2,356,710,-240.0,-255.0,1
Working,Event,SDR,Sales,1,1,0,0,618,-477,-422.0,-428.0,1
Qualified,Partner Referral,SDR,Sales,4,2,2,2,630,-127,226.0,218.0,0
Qualified,Outbound,SDR,Sales,4,3,1,1,73,589,139.0,128.0,1
Qualified,Event,BDR,Sales,3,2,1,0,971,50,-958.0,-987.0,1
Working,Outbound,SDR,Sales,2,1,1,0,510,-87,806.0,792.0,0
Nurturing,Trade Show,SDR,Sales,1,0,1,0,1133,-542,266.0,250.0,0
Nurturing,Web,BDR,Sales,3,2,1,1,974,-394,-411.0,-417.0,0
Open,Event,BDR,Sales,4,1,3,1,499,-419,-300.0,-322.0,1
Qualified,Partner Referral,SDR,Sales,2,0,2,0,582,805,470.0,452.0,0
Qualified,Web,AE,Sales,3,2,1,0,1139,475,-487.0,-517.0,0
Open,Partner Referral,SDR,Sales,3,3,0,0,1264,-257,-188.0,-206.0,0
Nurturing,Outbound,SDR,Sales,2,1,1,0,988,-245,-711.0,-740.0,0
Open,Outbound,BDR,Sales,2,1,1,1,215,287,392.0,391.0,1
Qualified,Event,SDR,Sales,1,0,1,1,239,586,188.0,173.0,0
Open,Inbound,SDR,Sales,6,3,3,1,1409,-855,-707.0,-711.0,1
Qualified,Trade Show,AE,Sales,3,1,2,1,1384,-1191,-1251.0,-1277.0,0
Nurturing,Outbound,SDR,Sales,4,1,3,0,846,-659,-74.0,-92.0,0
Working,Web,BDR,Sales,6,4,2,3,954,-634,-855.0,-868.0,1
Qualified,Inbound,AE,Sales,4,2,2,0,1173,319,-1085.0,-1114.0,0
Qualified,Inbound,BDR,Sales,6,0,6,1,688,929,-572.0,-600.0,0
Qualified,Inbound,BDR,Sales,2,0,2,0,1172,-73,-871.0,-893.0,1
Working,Web,SDR,Sales,2,1,1,2,852,-55,-262.0,-279.0,0
Open,Trade Show,AE,Sales,3,2,1,2,246,852,-3.0,-33.0,1
Open,Inbound,BDR,Sales,2,1,1,1,560,1022,353.0,329.0,0
Open,Event,SDR,Sales,3,0,3,2,656,-272,139.0,115.0,1
Open,Outbound,BDR,Sales,4,2,2,0,683,246,-518.0,-539.0,0
Working,Partner Referral,BDR,Sales,4,3,1,2,240,529,104.0,97.0,1
Qualified,Trade Show,BDR,Sales,5,1,4,0,1256,361,-1019.0,-1035.0,0
Working,Event,AE,Sales,4,3,1,2,353,483,-316.0,-335.0,1
Open,Outbound,BDR,Sales,6,2,4,4,1232,-370,-849.0,-860.0,1
Nurturing,Partner Referral,AE,Sales,3,0,3,1,850,-88,-538.0,-556.0,0
Open,Outbound,SDR,Sales,5,3,2,0,1151,-801,-1137.0,-1148.0,1
Open,Outbound,SDR,Sales,4,1,3,3,226,1328,19.0,-1.0,0
Working,Inbound,SDR,Sales,2,1,1,0,1222,-536,-968.0,-985.0,1
Working,Event,AE,Sales,2,1,1,0,297,102,326.0,312.0,1
Open,Trade Show,SDR,Sales,3,2,1,0,257,-108,752.0,746.0,1
Nurturing,Outbound,BDR,Sales,5,2,3,2,90,21,730.0,710.0,0
Qualified,Inbound,BDR,Sales,4,1,3,0,290,869,-191.0,-212.0,1
Open,Partner Referral,SDR,Sales,3,2,1,1,1169,-1132,-1103.0,-1110.0,1
Working,Event,SDR,Sales,3,2,1,1,266,420,-170.0,-198.0,1
Nurturing,Outbound,BDR,Sales,4,3,1,0,866,238,-446.0,-448.0,0
Open,Web,SDR,Sales,3,1,2,0,925,-23,-506.0,-510.0,1
Open,Event,BDR,Sales,1,1,0,1,602,-257,367.0,361.0,0
Working,Trade Show,SDR,Sales,4,3,1,3,1374,-1184,-584.0,-612.0,1
Open,Trade Show,BDR,Sales,1,0,1,0,48,436,367.0,366.0,0
Nurturing,Inbound,SDR,Sales,4,2,2,2,442,-19,74.0,66.0,1
Nurturing,Inbound,SDR,Sales,7,4,3,2,73,1404,5.0,-2.0,0
Nurturing,Event,BDR,Sales,2,0,2,1,611,-575,72.0,68.0,1
Open,Outbound,BDR,Sales,4,0,4,2,543,764,-299.0,-328.0,0
Qualified,Outbound,AE,Sales,2,1,1,1,835,-814,-607.0,-635.0,0
Working,Web,SDR,Sales,3,1,2,1,513,-129,-170.0,-181.0,1
Nurturing,Trade Show,SDR,Sales,4,3,1,2,42,512,48.0,42.0,0
Open,Trade Show,BDR,Sales,3,1,2,0,219,197,172.0,165.0,0
Qualified,Inbound,SDR,Sales,5,3,2,1,106,1448,647.0,633.0,1
Working,Partner Referral,AE,Sales,5,1,4,0,1248,-1008,-1229.0,-1239.0,1
Nurturing,Outbound,SDR,Sales,4,2,2,2,601,740,-531.0,-542.0,1
Nurturing,Inbound,AE,Sales,5,2,3,1,1235,156,-840.0,-870.0,1
Open,Partner Referral,SDR,Sales,4,2,2,1,73,413,295.0,266.0,0
Qualified,Event,SDR,Sales,4,2,2,0,4,1337,139.0,118.0,0
Qualified,Web,BDR,Sales,4,1,3,0,1038,406,-636.0,-665.0,1
Working,Web,BDR,Sales,5,3,2,0,977,374,-794.0,-798.0,1
Open,Trade Show,BDR,Sales,6,3,3,1,253,838,-160.0,-185.0,0
Open,Event,AE,Sales,7,5,2,2,1036,-516,-982.0,-984.0,1
Qualified,Event,AE,Sales,6,2,4,0,1075,-1054,-578.0,-601.0,1
Working,Partner Referral,BDR,Sales,3,1,2,0,515,87,-449.0,-478.0,0
Nurturing,Inbound,AE,Sales,5,3,2,1,1076,-556,-789.0,-797.0,1
Working,Web,SDR,Sales,2,2,0,1,940,-349,-821.0,-847.0,0
Qualified,Web,BDR,Sales,4,4,0,0,1295,-196,-1094.0,-1121.0,1
Working,Inbound,AE,Sales,3,2,1,1,605,89,-446.0,-449.0,1
Qualified,Trade Show,SDR,Sales,1,1,0,0,406,-393,816.0,793.0,0
Open,Inbound,SDR,Sales,1,0,1,1,1177,-380,-282.0,-288.0,1
Working,Trade Show,SDR,Sales,6,3,3,2,860,-719,-729.0,-750.0,1
Nurturing,Outbound,BDR,Sales,3,3,0,1,899,260,-546.0,-558.0,0
Open,Web,SDR,Sales,4,2,2,3,980,-874,-430.0,-438.0,1
Qualified,Partner Referral,SDR,Sales,3,2,1,2,349,-261,-282.0,-288.0,1
Working,Outbound,BDR,Sales,4,2,2,0,1430,-437,-1323.0,-1326.0,0
Nurturing,Web,SDR,Sales,2,1,1,0,1021,-518,-619.0,-625.0,1
Working,Inbound,BDR,Sales,0,0,0,0,719,-9,,,1
Working,Outbound,SDR,Sales,1,0,1,0,1188,-1101,-1042.0,-1070.0,0
Nurturing,Partner Referral,BDR,Sales,3,2,1,0,190,901,217.0,215.0,0
Qualified,Web,SDR,Sales,1,0,1,0,182,999,134.0,124.0,0
Working,Event,SDR,Sales,4,1,3,0,1419,-912,-1316.0,-1331.0,0
Open,Outbound,SDR,Sales,0,0,0,0,901,-195,,,1
Open,Trade Show,SDR,Sales,3,3,0,1,673,-390,-482.0,-511.0,1
Nurturing,Event,BDR,Sales,2,1,1,1,491,600,-486.0,-497.0,0
Qualified,Event,SDR,Sales,4,2,2,2,853,690,70.0,57.0,1
Open,Trade Show,BDR,Sales,3,1,2,0,424,1193,-59.0,-74.0,1
Working,Inbound,SDR,Sales,4,4,0,1,1269,-563,-789.0,-811.0,0
Open,Event,BDR,Sales,8,6,2,2,1265,-403,-1261.0,-1265.0,0
Open,Inbound,SDR,Sales,2,0,2,2,1359,-53,-867.0,-892.0,1
Nurturing,Web,SDR,Sales,2,1,1,1,715,-574,-386.0,-398.0,1
Open,Event,AE,Sales,1,0,1,1,431,67,279.0,253.0,1
Open,Trade Show,BDR,Sales,4,3,1,0,45,-43,165.0,156.0,0
Qualified,Trade Show,SDR,Sales,2,2,0,1,193,1092,-104.0,-111.0,1
Qualified,Outbound,BDR,Sales,5,3,2,0,280,-252,0.0,-4.0,1
Qualified,Trade Show,AE,Sales,6,2,4,2,679,935,-690.0,-696.0,0
Working,Inbound,BDR,Sales,5,2,3,2,746,275,-396.0,-410.0,1
Qualified,Inbound,BDR,Sales,5,4,1,0,674,559,-574.0,-585.0,1
Qualified,Outbound,AE,Sales,8,5,3,3,359,837,-364.0,-390.0,0
Nurturing,Trade Show,BDR,Sales,1,1,0,0,1071,511,-951.0,-977.0,0
Open,Trade Show,SDR,Sales,5,2,3,2,307,179,-129.0,-154.0,0
Working,Inbound,BDR,Sales,2,2,0,1,1173,-763,-794.0,-824.0,1
Qualified,Inbound,SDR,Sales,4,1,3,1,592,151,-584.0,-609.0,0
Qualified,Event,SDR,Sales,7,4,3,0,837,-749,-802.0,-822.0,1
Open,Outbound,BDR,Sales,2,1,1,0,100,921,201.0,187.0,0
Working,Web,AE,Sales,2,1,1,1,1004,152,-7.0,-20.0,1
Working,Partner Referral,BDR,Sales,2,2,0,2,254,1363,-141.0,-161.0,1
Open,Partner Referral,SDR,Sales,0,0,0,0,1044,-694,,,1
Qualified,Partner Referral,BDR,Sales,3,1,2,0,623,149,-462.0,-480.0,0
Qualified,Event,SDR,Sales,3,1,2,2,1366,-863,-484.0,-485.0,0
Working,Inbound,BDR,Sales,4,3,1,3,404,1175,-321.0,-328.0,0
Working,Partner Referral,BDR,Sales,0,0,0,0,1174,-1146,,,0
Open,Outbound,BDR,Sales,6,1,5,2,448,-215,-338.0,-358.0,1
Nurturing,Web,BDR,Sales,2,0,2,1,402,689,-321.0,-345.0,1
Qualified,Trade Show,AE,Sales,5,2,3,1,624,759,-136.0,-144.0,0
Working,Trade Show,SDR,Sales,2,0,2,1,944,-929,-895.0,-910.0,1
Qualified,Inbound,SDR,Sales,1,0,1,0,1222,84,154.0,140.0,0
Open,Trade Show,BDR,Sales,4,2,2,1,451,48,-423.0,-425.0,0
Open,Partner Referral,BDR,Sales,4,1,3,1,1123,-639,-306.0,-323.0,1
Working,Inbound,BDR,Sales,1,1,0,1,687,944,685.0,655.0,0
Open,Partner Referral,BDR,Sales,3,2,1,0,548,16,-451.0,-457.0,0
Working,Partner Referral,BDR,Sales,7,4,3,3,672,945,-368.0,-369.0,0
Nurturing,Event,AE,Sales,4,2,2,1,1028,400,-781.0,-784.0,1
Open,Inbound,AE,Sales,2,1,1,0,513,-146,365.0,350.0,1
Qualified,Partner Referral,SDR,Sales,3,2,1,0,1034,-847,-74.0,-80.0,1
Nurturing,Web,AE,Sales,7,3,4,3,806,-551,-670.0,-692.0,1
Nurturing,Outbound,AE,Sales,1,1,0,0,295,252,295.0,268.0,1
Nurturing,Partner Referral,BDR,Sales,7,5,2,1,1149,-1069,-975.0,-1002.0,0
Nurturing,Trade Show,SDR,Sales,5,0,5,2,1156,107,-1006.0,-1025.0,1
Working,Event,SDR,Sales,4,2,2,0,644,-221,-125.0,-128.0,1
Qualified,Outbound,SDR,Sales,2,1,1,1,91,1215,713.0,686.0,1
Qualified,Web,SDR,Sales,0,0,0,0,928,607,,,0
Open,Outbound,SDR,Sales,1,0,1,1,165,1430,729.0,700.0,0
Open,Event,SDR,Sales,4,2,2,2,1072,-309,-942.0,-964.0,1
Working,Outbound,AE,Sales,3,1,2,1,990,-721,-654.0,-655.0,1
Working,Trade Show,AE,Sales,3,1,2,0,968,120,-733.0,-757.0,0
Working,Event,SDR,Sales,1,1,0,0,261,64,1006.0,995.0,1
Nurturing,Trade Show,SDR,Sales,6,4,2,3,515,826,-422.0,-437.0,0
Qualified,Event,SDR,Sales,2,0,2,2,1056,-47,-1059.0,-1062.0,1
Qualified,Partner Referral,SDR,Sales,3,0,3,1,393,-9,495.0,490.0,0
Nurturing,Inbound,SDR,Sales,3,2,1,0,678,728,-420.0,-450.0,1
Working,Partner Referral,BDR,Sales,4,3,1,3,266,493,204.0,174.0,1
Working,Inbound,BDR,Sales,3,1,2,0,1012,-932,-366.0,-393.0,0
Working,Web,SDR,Sales,7,4,3,3,503,373,-441.0,-458.0,0
Open,Trade Show,AE,Sales,1,1,0,0,1317,203,-531.0,-540.0,1
Working,Outbound,BDR,Sales,2,0,2,0,88,648,312.0,283.0,1
Nurturing,Trade Show,BDR,Sales,2,2,0,1,74,190,4.0,-5.0,0
Qualified,Web,SDR,Sales,6,3,3,1,923,340,-795.0,-804.0,1
Open,Web,SDR,Sales,4,1,3,1,33,1510,42.0,15.0,0
Nurturing,Web,SDR,Sales,3,2,1,1,13,26,439.0,414.0,1
Open,Outbound,SDR,Sales,4,1,3,1,1399,-1049,-973.0,-996.0,1
Nurturing,Event,SDR,Sales,2,1,1,0,911,-823,-143.0,-149.0,1
Nurturing,Web,SDR,Sales,5,2,3,2,364,379,613.0,598.0,1
Open,Trade Show,BDR,Sales,0,0,0,0,1215,416,,,0
Qualified,Trade Show,BDR,Sales,4,1,3,0,203,-174,-4.0,-20.0,1
Qualified,Partner Referral,SDR,Sales,6,6,0,2,1340,-1301,-1199.0,-1229.0,1
Open,Partner Referral,SDR,Sales,4,0,4,0,782,869,-12.0,-26.0,0
Working,Trade Show,SDR,Sales,1,0,1,1,1311,-1233,-118.0,-133.0,0
Open,Partner Referral,SDR,Sales,3,2,1,2,621,65,-168.0,-178.0,0
Nurturing,Partner Referral,AE,Sales,2,1,1,1,1138,-286,-513.0,-529.0,0
Qualified,Partner Referral,SDR,Sales,1,1,0,1,581,125,642.0,641.0,1
Nurturing,Inbound,SDR,Sales,7,4,3,0,728,815,-725.0,-747.0,1
Working,Web,SDR,Sales,4,3,1,2,861,503,-597.0,-606.0,0
Nurturing,Web,SDR,Sales,3,1,2,1,343,-18,232.0,214.0,0
Qualified,Trade Show,BDR,Sales,3,2,1,1,227,1390,12.0,-10.0,1
Open,Outbound,SDR,Sales,1,1,0,0,459,227,846.0,838.0,0
Nurturing,Inbound,BDR,Sales,5,3,2,0,1200,-653,-1147.0,-1154.0,0
Nurturing,Inbound,SDR,Sales,3,2,1,2,786,555,-491.0,-514.0,0
Qualified,Outbound,SDR,Sales,3,1,2,0,166,597,-104.0,-118.0,1
Qualified,Event,SDR,Sales,2,1,1,1,1295,-792,-707.0,-711.0,0
Nurturing,Event,BDR,Sales,0,0,0,0,174,917,,,1
Qualified,Partner Referral,BDR,Sales,4,3,1,1,551,-436,-223.0,-242.0,1
Qualified,Inbound,BDR,Sales,5,3,2,1,1412,-638,-1377.0,-1389.0,0
Nurturing,Outbound,BDR,Sales,2,2,0,0,889,40,-646.0,-666.0,1
Working,Event,BDR,Sales,4,2,2,2,318,-17,251.0,236.0,0
Qualified,Outbound,SDR,Sales,3,3,0,0,886,-888,-775.0,-779.0,0
Open,Web,SDR,Sales,2,0,2,2,1120,-458,-434.0,-446.0,1
Working,Inbound,SDR,Sales,6,3,3,2,761,545,-726.0,-733.0,1
Qualified,Inbound,AE,Sales,5,3,2,2,647,709,-557.0,-567.0,0
Open,Outbound,SDR,Sales,2,0,2,1,319,677,109.0,84.0,1
Qualified,Event,SDR,Sales,5,3,2,2,564,443,-325.0,-346.0,1
Nurturing,Outbound,SDR,Sales,3,2,1,1,630,-632,-500.0,-529.0,1
Qualified,Web,AE,Sales,2,1,1,1,6,663,285.0,278.0,0
Working,Inbound,BDR,Sales,5,3,2,3,206,885,129.0,115.0,0
Working,Outbound,SDR,Sales,4,2,2,1,764,-440,-76.0,-103.0,1
Nurturing,Partner Referral,BDR,Sales,6,4,2,2,1029,-510,-926.0,-930.0,1
Nurturing,Web,SDR,Sales,5,2,3,2,1136,-430,-1053.0,-1062.0,1
Working,Partner Referral,AE,Sales,4,1,3,0,664,385,-36.0,-60.0,1
Open,Inbound,SDR,Sales,0,0,0,0,903,-106,,,0
Qualified,Outbound,BDR,Sales,0,0,0,0,319,478,,,0
Working,Trade Show,BDR,Sales,5,1,4,1,551,515,-147.0,-155.0,0
Qualified,Partner Referral,BDR,Sales,6,3,3,2,1149,295,-1119.0,-1134.0,0
Nurturing,Web,SDR,Sales,5,2,3,2,730,533,-712.0,-729.0,0
Working,Trade Show,SDR,Sales,5,5,0,3,606,-457,-269.0,-287.0,1
Nurturing,Web,SDR,Sales,4,3,1,1,847,-340,-792.0,-798.0,0
