status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,task_count_bucket,lead_is_converted
Qualified,Inbound,005ATkmG7VSdpihf48,SDR,3,3,0,1,1272,-1082,0.0,0.0,1.0,0.0,0.3333333333333333,0.002356637863315,0.0007855459544383,-0.0027752081406105,1.0,1.0,730_plus,3_5,0
Open,Trade Show,005XZUpRP9HBvLfhY6,BDR,8,4,4,3,523,543,0.0,0.0,0.5,0.5,0.375,0.015267175572519,0.0057251908396946,0.0147058823529411,1.0,1.0,366_730,6_10,0
Open,Web,005XY6JL792Cjz6tvp,BDR,5,3,2,4,1263,-489,0.0,0.0,0.6,0.4,0.8,0.0039556962025316,0.0031645569620253,-0.0102459016393442,1.0,1.0,730_plus,3_5,0
Qualified,Event,005k1Pfjp8rVQw0f9u,BDR,4,1,3,2,153,1077,0.0,0.0,0.25,0.75,0.5,0.0259740259740259,0.0129870129870129,0.0037105751391465,1.0,1.0,91_180,3_5,1
Nurturing,Partner Referral,0053OvJBQj7lluaSJM,SDR,4,3,1,0,700,-109,0.0,0.0,0.75,0.25,0.0,0.0057061340941512,0.0,-0.037037037037037,1.0,1.0,366_730,3_5,1
Qualified,Event,005T3CcQW30Fc3HxzP,BDR,3,1,2,2,36,309,6.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.081081081081081,0.054054054054054,0.0096774193548387,0.5,0.14285714285714285,31_90,3_5,0
Qualified,Event,005FmC4bvUmQBFO9r1,BDR,2,1,1,0,460,1218,0.0,0.0,0.5,0.5,0.0,0.0043383947939262,0.0,0.0016406890894175,1.0,1.0,366_730,1_2,0
Nurturing,Outbound,005xG5kruHOvgAC23A,BDR,8,5,3,4,669,-253,0.0,0.0,0.625,0.375,0.5,0.0119402985074626,0.0059701492537313,-0.0317460317460317,1.0,1.0,366_730,6_10,1
Open,Inbound,005VLfsfX7zhRzFubF,SDR,4,3,1,2,775,22,420.0,401.0,0.75,0.25,0.5,0.0051546391752577,0.0025773195876288,0.1739130434782608,0.0024875621890547263,0.0023752969121140144,730_plus,3_5,0
Working,Event,005OHuMUHvi8wsLMNv,SDR,1,0,1,0,718,189,630.0,613.0,0.0,1.0,0.0,0.0013908205841446,0.0,0.0052631578947368,0.0016286644951140066,0.001584786053882726,366_730,1_2,0
Nurturing,Outbound,005bZBvn4MclbYAtNN,SDR,4,1,3,1,1270,-784,0.0,0.0,0.25,0.75,0.25,0.003147128245476,0.000786782061369,-0.0051085568326947,1.0,1.0,730_plus,3_5,0
Qualified,Event,005CS61es1IwtecnA5,SDR,6,3,3,3,1208,-1130,0.0,0.0,0.5,0.5,0.5,0.0049627791563275,0.0024813895781637,-0.0053144375553587,1.0,1.0,730_plus,6_10,0
Open,Outbound,005hrcAAsV0H3bsIeE,SDR,2,1,1,0,387,-3,453.0,425.0,0.5,0.5,0.0,0.0051546391752577,0.0,-1.0,0.002347417840375587,0.0022026431718061676,366_730,1_2,0
Qualified,Partner Referral,005Rxy2aV7ygR0ASuT,BDR,3,1,2,2,663,968,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0045180722891566,0.003012048192771,0.0030959752321981,1.0,1.0,366_730,3_5,1
Qualified,Partner Referral,005ZgXPYFXOBU7G1tp,BDR,7,3,4,2,876,-274,0.0,0.0,0.4285714285714285,0.5714285714285714,0.2857142857142857,0.0079817559863169,0.0022805017103762,-0.0256410256410256,1.0,1.0,730_plus,6_10,1
Working,Trade Show,005M1BnJPIeqHk8Nds,SDR,7,4,3,3,791,-351,0.0,0.0,0.5714285714285714,0.4285714285714285,0.4285714285714285,0.0088383838383838,0.0037878787878787,-0.02,1.0,1.0,730_plus,6_10,1
Working,Web,005Iyi4Xhg6R1KQ608,SDR,1,1,0,0,963,-61,0.0,0.0,1.0,0.0,0.0,0.0010373443983402,0.0,-0.0166666666666666,1.0,1.0,730_plus,1_2,1
Nurturing,Event,005CS61es1IwtecnA5,SDR,3,2,1,1,139,-61,163.0,140.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0214285714285714,0.0071428571428571,-0.05,0.0070921985815602835,0.006097560975609756,91_180,3_5,0
Qualified,Trade Show,005aV0dZauGUbUqQX9,SDR,6,2,4,1,12,216,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.4615384615384615,0.0769230769230769,0.0276497695852534,1.0,1.0,0_30,6_10,1
Nurturing,Partner Referral,005w1rZfJkoRoaYcEo,BDR,5,4,1,3,1249,294,0.0,0.0,0.8,0.2,0.6,0.004,0.0024,0.0169491525423728,1.0,1.0,730_plus,3_5,1
Working,Inbound,005uK1d6IniB6ZlkqB,SDR,8,2,6,2,801,-714,0.0,0.0,0.25,0.75,0.25,0.0099750623441396,0.0024937655860349,-0.0112201963534361,1.0,1.0,730_plus,6_10,0
Qualified,Outbound,005Tdp9BDe2ZbrGft6,AE,7,4,3,2,703,121,0.0,0.0,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0099431818181818,0.002840909090909,0.0573770491803278,1.0,1.0,366_730,6_10,0
Qualified,Partner Referral,005DJJzk8TFPHjwamm,BDR,2,1,1,1,1083,452,0.0,0.0,0.5,0.5,0.5,0.0018450184501845,0.0009225092250922,0.0044150110375275,1.0,1.0,730_plus,1_2,0
Qualified,Trade Show,005YJKL1sxnz5KucCa,SDR,3,1,2,2,331,331,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0090361445783132,0.0060240963855421,0.0090361445783132,1.0,1.0,181_365,3_5,1
Open,Outbound,005GBFWjFmmyU3YASa,BDR,3,1,2,1,1006,-296,96.0,94.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0029791459781529,0.0009930486593843,-0.0101694915254237,0.010526315789473684,0.010309278350515464,730_plus,3_5,1
Nurturing,Web,005kGz3iLXUMdHQq3f,SDR,4,4,0,3,792,204,0.0,0.0,1.0,0.0,0.75,0.0050441361916771,0.0037831021437578,0.0195121951219512,1.0,1.0,730_plus,3_5,0
Nurturing,Web,005ITUm8sMeUL9Z9US,AE,2,2,0,0,876,545,0.0,0.0,1.0,0.0,0.0,0.0022805017103762,0.0,0.0036630036630036,1.0,1.0,730_plus,1_2,1
Nurturing,Web,005Sq8Z0wjCdFUQUHx,SDR,4,1,3,2,400,343,0.0,0.0,0.25,0.75,0.5,0.0099750623441396,0.0049875311720698,0.0116279069767441,1.0,1.0,366_730,3_5,0
Working,Event,005qf3JcieWVjwiYd7,BDR,4,2,2,1,1157,-582,0.0,0.0,0.5,0.5,0.25,0.003454231433506,0.0008635578583765,-0.0068846815834767,1.0,1.0,730_plus,3_5,1
Qualified,Event,005gXBXTL8NV8xfMOI,BDR,3,2,1,2,114,119,68.0,54.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0260869565217391,0.017391304347826,0.025,0.01818181818181818,0.014492753623188406,91_180,3_5,0
Qualified,Inbound,005r8kcdxSxYgha9K0,SDR,4,1,3,2,447,-123,459.0,435.0,0.25,0.75,0.5,0.0089285714285714,0.0044642857142857,-0.0327868852459016,0.0022935779816513763,0.002173913043478261,366_730,3_5,1
Open,Outbound,005RYrmmC3EMzwluqj,BDR,6,3,3,1,708,-348,0.0,0.0,0.5,0.5,0.1666666666666666,0.0084626234132581,0.001410437235543,-0.0172910662824207,1.0,1.0,366_730,6_10,1
Open,Partner Referral,005lFrIUHPTHLXsJgY,BDR,1,1,0,0,121,651,149.0,125.0,1.0,0.0,0.0,0.0081967213114754,0.0,0.0015337423312883,0.007936507936507936,0.006666666666666667,91_180,1_2,1
Working,Partner Referral,005r9q3iIp3WHLiZhI,SDR,7,5,2,3,380,1026,0.0,0.0,0.7142857142857143,0.2857142857142857,0.4285714285714285,0.0183727034120734,0.0078740157480314,0.0068159688412852,1.0,1.0,366_730,6_10,0
Qualified,Web,005AjaFO16Hd8Hp1Jf,AE,4,2,2,2,217,1166,12.0,4.0,0.5,0.5,0.5,0.018348623853211,0.0091743119266055,0.0034275921165381,0.2,0.07692307692307693,181_365,3_5,1
Working,Trade Show,005gXBXTL8NV8xfMOI,BDR,4,4,0,1,1410,-1177,0.0,0.0,1.0,0.0,0.25,0.0028348688873139,0.0007087172218284,-0.0034013605442176,1.0,1.0,730_plus,3_5,1
Working,Partner Referral,005bo0fFeWaVUqG2KV,SDR,5,3,2,2,893,-134,0.0,0.0,0.6,0.4,0.4,0.0055928411633109,0.0022371364653243,-0.037593984962406,1.0,1.0,730_plus,3_5,0
Open,Trade Show,005uK1d6IniB6ZlkqB,SDR,1,0,1,1,1043,-956,0.0,0.0,0.0,1.0,1.0,0.0009578544061302,0.0009578544061302,-0.0010471204188481,1.0,1.0,730_plus,1_2,0
Working,Event,00569YZ8tMEls1oPGs,SDR,8,4,4,4,108,1390,0.0,0.0,0.5,0.5,0.5,0.073394495412844,0.036697247706422,0.0057512580877066,1.0,1.0,91_180,6_10,1
Working,Event,005SkyTvnPdXlfxxMu,AE,5,1,4,1,168,867,158.0,144.0,0.2,0.8,0.2,0.029585798816568,0.0059171597633136,0.0057603686635944,0.006896551724137931,0.006289308176100629,91_180,3_5,1
Qualified,Event,00512E80qDwAaI1oOE,SDR,3,2,1,1,1250,114,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0023980815347721,0.0007993605115907,0.0260869565217391,1.0,1.0,730_plus,3_5,1
Open,Inbound,005nz6ixedb0ulRU2P,BDR,2,1,1,2,300,1317,873.0,850.0,0.5,0.5,1.0,0.0066445182724252,0.0066445182724252,0.0015174506828528,0.0011750881316098707,0.0011441647597254005,181_365,1_2,0
Open,Web,005Sq8Z0wjCdFUQUHx,SDR,2,0,2,1,1122,-379,0.0,0.0,0.0,1.0,0.5,0.0017809439002671,0.0008904719501335,-0.0052910052910052,1.0,1.0,730_plus,1_2,1
Qualified,Outbound,005UyDSWXbJPhakryL,BDR,6,3,3,2,1231,-967,0.0,0.0,0.5,0.5,0.3333333333333333,0.0048701298701298,0.0016233766233766,-0.0062111801242236,1.0,1.0,730_plus,6_10,1
Working,Web,005mm9vtHx0K9TGlB7,SDR,1,0,1,0,982,-428,0.0,0.0,0.0,1.0,0.0,0.0010172939979654,0.0,-0.0023419203747072,1.0,1.0,730_plus,1_2,0
Nurturing,Partner Referral,0053WZIwXgjGUPdHRc,SDR,3,2,1,0,193,230,36.0,29.0,0.6666666666666666,0.3333333333333333,0.0,0.0154639175257731,0.0,0.0129870129870129,0.03333333333333333,0.02702702702702703,181_365,3_5,0
Nurturing,Partner Referral,005Rc5gJ1bF86O0c4W,AE,2,1,1,1,443,-473,42.0,29.0,0.5,0.5,0.5,0.0045045045045045,0.0022522522522522,-0.0042372881355932,0.03333333333333333,0.023255813953488372,366_730,1_2,0
Qualified,Outbound,005U1cnD3W8AfIM0Y9,BDR,4,3,1,1,645,421,0.0,0.0,0.75,0.25,0.25,0.0061919504643962,0.001547987616099,0.0094786729857819,1.0,1.0,366_730,3_5,0
Nurturing,Outbound,005Iyi4Xhg6R1KQ608,SDR,5,1,4,1,1275,-373,0.0,0.0,0.2,0.8,0.2,0.0039184952978056,0.0007836990595611,-0.0134408602150537,1.0,1.0,730_plus,3_5,1
Qualified,Event,005lwhmSG1MSOXLTAt,SDR,4,1,3,1,1039,-30,0.0,0.0,0.25,0.75,0.25,0.0038461538461538,0.0009615384615384,-0.1379310344827586,1.0,1.0,730_plus,3_5,0
Qualified,Event,005hrcAAsV0H3bsIeE,SDR,4,4,0,0,1049,-665,0.0,0.0,1.0,0.0,0.0,0.0038095238095238,0.0,-0.0060240963855421,1.0,1.0,730_plus,3_5,1
Working,Outbound,005GmCcmrt3DPvCZcO,BDR,3,3,0,1,1345,-324,0.0,0.0,1.0,0.0,0.3333333333333333,0.0022288261515601,0.00074294205052,-0.0092879256965944,1.0,1.0,730_plus,3_5,1
Open,Outbound,005F4DJKwnDrFRcqbf,BDR,8,4,4,3,809,350,0.0,0.0,0.5,0.5,0.375,0.0098765432098765,0.0037037037037037,0.0227920227920227,1.0,1.0,730_plus,6_10,0
Qualified,Event,005GITA8ZV1nYz3VcV,BDR,4,3,1,1,521,276,0.0,0.0,0.75,0.25,0.25,0.0076628352490421,0.0019157088122605,0.0144404332129963,1.0,1.0,366_730,3_5,1
Nurturing,Partner Referral,005XY6JL792Cjz6tvp,BDR,4,2,2,1,1186,-412,0.0,0.0,0.5,0.5,0.25,0.0033698399326032,0.0008424599831508,-0.0097323600973236,1.0,1.0,730_plus,3_5,0
Nurturing,Web,005H18uJWTVdyNheWe,BDR,2,2,0,0,1004,-889,0.0,0.0,1.0,0.0,0.0,0.0019900497512437,0.0,-0.0022522522522522,1.0,1.0,730_plus,1_2,1
Working,Web,005xi0Xi0wCwuciNbG,SDR,3,1,2,2,1235,188,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0024271844660194,0.0016181229773462,0.0158730158730158,1.0,1.0,730_plus,3_5,1
Nurturing,Trade Show,005xa0kEIUpEcdrhWI,AE,3,2,1,2,99,1514,96.0,79.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.03,0.02,0.0019801980198019,0.0125,0.010309278350515464,91_180,3_5,1
Working,Trade Show,005dEsDKcaedNVmJU3,SDR,0,0,0,0,219,1168,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181_365,0,1
Working,Web,005hJPMnhQ0WRyZFX9,BDR,1,0,1,0,1152,-405,0.0,0.0,0.0,1.0,0.0,0.0008673026886383,0.0,-0.0024752475247524,1.0,1.0,730_plus,1_2,1
Working,Outbound,005KXIvx3Ru4Hx5BVz,SDR,4,3,1,1,319,476,297.0,268.0,0.75,0.25,0.25,0.0125,0.003125,0.0083857442348008,0.0037174721189591076,0.003355704697986577,181_365,3_5,1
Nurturing,Outbound,005GITA8ZV1nYz3VcV,BDR,2,1,1,0,904,-107,0.0,0.0,0.5,0.5,0.0,0.0022099447513812,0.0,-0.0188679245283018,1.0,1.0,730_plus,1_2,0
Qualified,Trade Show,005lFrIUHPTHLXsJgY,BDR,3,2,1,0,1258,-486,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0023828435266084,0.0,-0.0061855670103092,1.0,1.0,730_plus,3_5,0
Open,Web,005vvizm5OfORbfBYV,SDR,2,2,0,0,49,1236,739.0,733.0,1.0,0.0,0.0,0.04,0.0,0.0016168148746968,0.0013623978201634877,0.0013513513513513514,31_90,1_2,1
Qualified,Trade Show,005g4fdGzuew1U6NXU,SDR,5,2,3,2,1431,-668,0.0,0.0,0.4,0.6,0.4,0.0034916201117318,0.0013966480446927,-0.0074962518740629,1.0,1.0,730_plus,3_5,0
Qualified,Trade Show,005PuqoGxlvwVICWiV,BDR,5,4,1,2,1382,200,0.0,0.0,0.8,0.2,0.4,0.0036153289949385,0.0014461315979754,0.0248756218905472,1.0,1.0,730_plus,3_5,0
Qualified,Event,005T3CcQW30Fc3HxzP,BDR,1,0,1,0,522,-177,0.0,0.0,0.0,1.0,0.0,0.0019120458891013,0.0,-0.0056818181818181,1.0,1.0,366_730,1_2,0
Qualified,Inbound,005zWOoMnQrwuxqr1I,SDR,5,3,2,3,321,881,0.0,0.0,0.6,0.4,0.6,0.015527950310559,0.0093167701863354,0.0056689342403628,1.0,1.0,181_365,3_5,0
Nurturing,Trade Show,005gvRs74Xd8fUlA3x,BDR,8,2,6,3,300,1350,0.0,0.0,0.25,0.75,0.375,0.0265780730897009,0.0099667774086378,0.005921539600296,1.0,1.0,181_365,6_10,0
Working,Trade Show,005f9kyPUYR0yZXH7k,SDR,2,2,0,1,434,-109,0.0,0.0,1.0,0.0,0.5,0.0045977011494252,0.0022988505747126,-0.0185185185185185,1.0,1.0,366_730,1_2,1
Qualified,Trade Show,005Cu36WnbRoy8DEqo,SDR,2,2,0,2,912,-165,0.0,0.0,1.0,0.0,1.0,0.0021905805038335,0.0021905805038335,-0.0121951219512195,1.0,1.0,730_plus,1_2,1
Qualified,Inbound,005BLRswT6VWAL3Jkq,BDR,2,1,1,1,271,465,480.0,465.0,0.5,0.5,0.5,0.0073529411764705,0.0036764705882352,0.0042918454935622,0.002145922746781116,0.002079002079002079,181_365,1_2,1
Working,Outbound,005XY6JL792Cjz6tvp,BDR,5,3,2,3,1181,-407,0.0,0.0,0.6,0.4,0.6,0.0042301184433164,0.0025380710659898,-0.0123152709359605,1.0,1.0,730_plus,3_5,0
Working,Inbound,0053QDpe3Xj7Gt2h2H,BDR,4,2,2,2,267,232,0.0,0.0,0.5,0.5,0.5,0.0149253731343283,0.0074626865671641,0.0171673819742489,1.0,1.0,181_365,3_5,0
Qualified,Partner Referral,005n3YnrPf6lJOdoQd,AE,2,1,1,2,993,-555,0.0,0.0,0.5,0.5,1.0,0.0020120724346076,0.0020120724346076,-0.003610108303249,1.0,1.0,730_plus,1_2,1
Open,Web,005VxJy5mAR2JIiQzL,SDR,5,2,3,0,1127,-986,0.0,0.0,0.4,0.6,0.0,0.0044326241134751,0.0,-0.0050761421319796,1.0,1.0,730_plus,3_5,0
Working,Web,005IgSO06ukUkmxr0U,BDR,5,1,4,4,410,-9,0.0,0.0,0.2,0.8,0.8,0.0121654501216545,0.0097323600973236,-0.625,1.0,1.0,366_730,3_5,1
Nurturing,Outbound,005oNQqFKPLjEKAacs,SDR,6,2,4,4,559,573,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0107142857142857,0.0071428571428571,0.0104529616724738,1.0,1.0,366_730,6_10,0
Nurturing,Inbound,005gvWDGbO1EVmxn9m,AE,4,1,3,2,770,-42,0.0,0.0,0.25,0.75,0.5,0.0051880674448767,0.0025940337224383,-0.0975609756097561,1.0,1.0,730_plus,3_5,1
Qualified,Partner Referral,005F4DJKwnDrFRcqbf,BDR,2,0,2,1,1263,-104,0.0,0.0,0.0,1.0,0.5,0.0015822784810126,0.0007911392405063,-0.0194174757281553,1.0,1.0,730_plus,1_2,1
Open,Inbound,005GBFWjFmmyU3YASa,BDR,4,4,0,0,147,563,120.0,101.0,1.0,0.0,0.0,0.027027027027027,0.0,0.0070921985815602,0.00980392156862745,0.008264462809917356,91_180,3_5,0
Nurturing,Outbound,0054cPwdknqYVBf2UL,BDR,3,1,2,1,1065,-151,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0028142589118198,0.0009380863039399,-0.02,1.0,1.0,730_plus,3_5,0
Qualified,Partner Referral,005KXIvx3Ru4Hx5BVz,SDR,1,0,1,0,480,315,113.0,98.0,0.0,1.0,0.0,0.002079002079002,0.0,0.0031645569620253,0.010101010101010102,0.008771929824561403,366_730,1_2,1
Qualified,Event,005oy1dBH72KcdA9bM,SDR,4,2,2,2,1107,219,0.0,0.0,0.5,0.5,0.5,0.003610108303249,0.0018050541516245,0.0181818181818181,1.0,1.0,730_plus,3_5,1
Open,Inbound,005RYrmmC3EMzwluqj,BDR,5,1,4,2,665,-305,0.0,0.0,0.2,0.8,0.4,0.0075075075075075,0.003003003003003,-0.0164473684210526,1.0,1.0,366_730,3_5,1
Qualified,Outbound,005GITA8ZV1nYz3VcV,BDR,2,0,2,1,955,-158,0.0,0.0,0.0,1.0,0.5,0.002092050209205,0.0010460251046025,-0.0127388535031847,1.0,1.0,730_plus,1_2,1
Qualified,Partner Referral,005Fg6NzJiUZlow1pr,BDR,2,1,1,0,666,567,0.0,0.0,0.5,0.5,0.0,0.0029985007496251,0.0,0.0035211267605633,1.0,1.0,366_730,1_2,1
Working,Web,005U1cnD3W8AfIM0Y9,BDR,3,1,2,2,1248,-182,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0024019215372297,0.0016012810248198,-0.0165745856353591,1.0,1.0,730_plus,3_5,0
Open,Trade Show,005zQVR4ms4RjAh8MF,BDR,0,0,0,0,195,215,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181_365,0,1
Qualified,Web,005bo0fFeWaVUqG2KV,SDR,5,0,5,2,1282,-523,0.0,0.0,0.0,1.0,0.4,0.0038971161340607,0.0015588464536243,-0.0095785440613026,1.0,1.0,730_plus,3_5,1
Nurturing,Inbound,005vvizm5OfORbfBYV,SDR,2,0,2,1,771,514,0.0,0.0,0.0,1.0,0.5,0.0025906735751295,0.0012953367875647,0.003883495145631,1.0,1.0,730_plus,1_2,1
Open,Outbound,005RNwgHWbHSrrlfhq,BDR,4,0,4,3,741,-194,0.0,0.0,0.0,1.0,0.75,0.0053908355795148,0.0040431266846361,-0.0207253886010362,1.0,1.0,730_plus,3_5,0
Open,Web,0053QDpe3Xj7Gt2h2H,BDR,1,1,0,0,328,171,0.0,0.0,1.0,0.0,0.0,0.0030395136778115,0.0,0.005813953488372,1.0,1.0,181_365,1_2,0
Qualified,Outbound,005rTQ0LB8Z2cjvjPG,BDR,3,2,1,0,862,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0034762456546929,0.0,3.0,1.0,1.0,730_plus,3_5,0
Qualified,Event,005CS61es1IwtecnA5,SDR,3,2,1,0,11,67,215.0,211.0,0.6666666666666666,0.3333333333333333,0.0,0.25,0.0,0.0441176470588235,0.0047169811320754715,0.004629629629629629,0_30,3_5,1
Open,Trade Show,005CyM4CU7TgZ0ieQC,BDR,0,0,0,0,908,550,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730_plus,0,1
Nurturing,Partner Referral,005PcnSwvycOiPT9zy,SDR,3,1,2,3,902,-26,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0033222591362126,0.0033222591362126,-0.12,1.0,1.0,730_plus,3_5,0
Open,Inbound,005yopVEVGjrYSQu2q,SDR,3,2,1,1,1015,135,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0029527559055118,0.0009842519685039,0.0220588235294117,1.0,1.0,730_plus,3_5,1
Working,Web,005tRa1eePdjJYM6mg,BDR,6,3,3,1,662,782,0.0,0.0,0.5,0.5,0.1666666666666666,0.0090497737556561,0.0015082956259426,0.0076628352490421,1.0,1.0,366_730,6_10,0
Working,Partner Referral,005oNQqFKPLjEKAacs,SDR,2,1,1,0,162,970,371.0,341.0,0.5,0.5,0.0,0.0122699386503067,0.0,0.0020597322348094,0.0029239766081871343,0.002688172043010753,91_180,1_2,0
Working,Inbound,005yopVEVGjrYSQu2q,SDR,5,1,4,2,1343,-193,0.0,0.0,0.2,0.8,0.4,0.003720238095238,0.0014880952380952,-0.0260416666666666,1.0,1.0,730_plus,3_5,0
Nurturing,Partner Referral,005GBFWjFmmyU3YASa,BDR,7,2,5,2,546,164,0.0,0.0,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0127970749542961,0.0036563071297989,0.0424242424242424,1.0,1.0,366_730,6_10,0
Nurturing,Partner Referral,005ATkmG7VSdpihf48,SDR,3,1,2,2,1026,-836,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0029211295034079,0.0019474196689386,-0.0035928143712574,1.0,1.0,730_plus,3_5,0
Nurturing,Partner Referral,005RYrmmC3EMzwluqj,BDR,2,0,2,0,375,-15,185.0,161.0,0.0,1.0,0.0,0.0053191489361702,0.0,-0.1428571428571428,0.006172839506172839,0.005376344086021506,366_730,1_2,1
Qualified,Event,005oTuswObpFtGANeE,SDR,3,2,1,2,737,-550,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0040650406504065,0.002710027100271,-0.0054644808743169,1.0,1.0,730_plus,3_5,1
Nurturing,Partner Referral,005kYbLfois6p7LjKf,SDR,3,1,2,1,125,382,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0238095238095238,0.0079365079365079,0.0078328981723237,1.0,1.0,91_180,3_5,0
Nurturing,Inbound,005fDW8pqYyhUsaaJT,SDR,2,1,1,1,1062,-376,0.0,0.0,0.5,0.5,0.5,0.0018814675446848,0.0009407337723424,-0.0053333333333333,1.0,1.0,730_plus,1_2,1
Qualified,Web,005sj6ewizq0NwPrwm,BDR,9,5,4,2,1390,138,0.0,0.0,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.00647016534867,0.0014378145219266,0.0647482014388489,1.0,1.0,730_plus,6_10,1
Open,Event,005mm9vtHx0K9TGlB7,SDR,2,0,2,0,176,378,451.0,423.0,0.0,1.0,0.0,0.0112994350282485,0.0,0.0052770448548812,0.0023584905660377358,0.0022123893805309734,91_180,1_2,0
Qualified,Event,005GBFWjFmmyU3YASa,BDR,4,3,1,2,779,-69,0.0,0.0,0.75,0.25,0.5,0.0051282051282051,0.0025641025641025,-0.0588235294117647,1.0,1.0,730_plus,3_5,0
Open,Event,005kYbLfois6p7LjKf,SDR,2,1,1,2,1374,-867,0.0,0.0,0.5,0.5,1.0,0.0014545454545454,0.0014545454545454,-0.0023094688221709,1.0,1.0,730_plus,1_2,1
Nurturing,Event,005r8kcdxSxYgha9K0,SDR,4,3,1,4,86,238,76.0,53.0,0.75,0.25,1.0,0.0459770114942528,0.0459770114942528,0.0167364016736401,0.018518518518518517,0.012987012987012988,31_90,3_5,0
Working,Event,005Iyi4Xhg6R1KQ608,SDR,6,2,4,2,444,458,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0134831460674157,0.0044943820224719,0.0130718954248366,1.0,1.0,366_730,6_10,1
Open,Trade Show,005SbAnWPkaLqqFhXE,AE,9,4,5,3,1357,-364,0.0,0.0,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.0066273932253313,0.0022091310751104,-0.024793388429752,1.0,1.0,730_plus,6_10,0
Nurturing,Inbound,005AQpXsPDqHdTKZrg,AE,2,1,1,2,335,1021,0.0,0.0,0.5,0.5,1.0,0.0059523809523809,0.0059523809523809,0.0019569471624266,1.0,1.0,181_365,1_2,1
Working,Partner Referral,005r9q3iIp3WHLiZhI,SDR,5,3,2,0,1401,5,0.0,0.0,0.6,0.4,0.0,0.0035663338088445,0.0,0.8333333333333334,1.0,1.0,730_plus,3_5,1
Working,Trade Show,005DtIhNjUqehYU9Ld,SDR,4,2,2,1,854,153,0.0,0.0,0.5,0.5,0.25,0.0046783625730994,0.0011695906432748,0.0259740259740259,1.0,1.0,730_plus,3_5,1
Open,Inbound,005aABhuRiSBg0srbz,SDR,2,0,2,0,1144,-861,0.0,0.0,0.0,1.0,0.0,0.0017467248908296,0.0,-0.0023255813953488,1.0,1.0,730_plus,1_2,1
Working,Partner Referral,005Ozb2jx0nnrpjBm7,SDR,3,2,1,1,121,1142,314.0,294.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0245901639344262,0.0081967213114754,0.0026246719160104,0.003389830508474576,0.0031746031746031746,91_180,3_5,0
Open,Web,005uK1d6IniB6ZlkqB,SDR,6,5,1,3,244,-157,0.0,0.0,0.8333333333333334,0.1666666666666666,0.5,0.0244897959183673,0.0122448979591836,-0.0384615384615384,1.0,1.0,181_365,6_10,1
Open,Partner Referral,005SzPtEFRJYtyoJvY,BDR,6,5,1,3,182,382,0.0,0.0,0.8333333333333334,0.1666666666666666,0.5,0.0327868852459016,0.0163934426229508,0.0156657963446475,1.0,1.0,181_365,6_10,0
Qualified,Web,005EF1FFbGvvXzIjDl,SDR,1,0,1,1,1265,-199,0.0,0.0,0.0,1.0,1.0,0.0007898894154818,0.0007898894154818,-0.005050505050505,1.0,1.0,730_plus,1_2,0
Nurturing,Event,005qhOaTRDj8l4v6Lo,SDR,5,2,3,1,192,1114,0.0,0.0,0.4,0.6,0.2,0.0259067357512953,0.005181347150259,0.0044843049327354,1.0,1.0,181_365,3_5,1
